paradero;servicio;distancia
PD770;D02RPT;-1
PD771;D02RPT;-1
PD772;D02RPT;-1
PD773;D02RPT;-1
PD774;D02RPT;-1
PD775;D02RPT;-1
PD776;D02RPT;-1
PD777;D02RPT;-1
PA494;D03I;5
PA54;D03I;208
PA55;D03I;572
PA478;D03I;900
PA479;D03I;1225
PA480;D03I;1521
PA481;D03I;1846
PA482;D03I;2108
PA483;D03I;2447
PA615;D03I;2645
PD328;D03I;3012
PD329;D03I;3255
PD330;D03I;3627
PD331;D03I;3886
PD332;D03I;4258
PD333;D03I;4539
PD334;D03I;5076
PD335;D03I;5300
PD336;D03I;5748
PD337;D03I;5966
PD338;D03I;6373
PD339;D03I;6777
PD340;D03I;7087
PD341;D03I;7409
PD342;D03I;7632
PD409;D03I;8032
PD410;D03I;8572
PD1360;D03I;8755
PD785;D03I;9027
PD786;D03I;9258
PD787;D03I;9565
PD788;D03I;9929
PD789;D03I;10133
PD790;D03I;10332
PD791;D03I;10630
PD792;D03I;10929
PD488;D03I;11208
PD489;D03I;11471
PD490;D03I;11764
PD491;D03I;11916
PD1451;D03I;12067
PD492;D03I;12250
PD493;D03I;12517
PD494;D03I;12803
PD495;D03I;13078
PD496;D03I;13316
PD497;D03I;13587
PD793;D03I;13742
PD794;D03I;13983
PD795;D03I;14195
PD731;D03I;14467
PD732;D03I;14786
PD1439;D03I;15019
PA494;D03IPM;-1
PA54;D03IPM;-1
PA55;D03IPM;-1
PA478;D03IPM;-1
PA479;D03IPM;-1
PA480;D03IPM;-1
PA481;D03IPM;-1
PA482;D03IPM;-1
PA483;D03IPM;-1
PA615;D03IPM;-1
PA484;D03IPM;-1
PA485;D03IPM;-1
PC1044;D03IPM;-1
PA487;D03IPM;-1
PD426;D03IPM;-1
PD427;D03IPM;-1
PD428;D03IPM;-1
PD347;D03IPM;-1
PD348;D03IPM;-1
PD349;D03IPM;-1
PD111;D03IPM;-1
PD429;D03IPM;-1
PD112;D03IPM;-1
PD350;D03IPM;-1
PD431;D03IPM;-1
PD351;D03IPM;-1
PD352;D03IPM;-1
PD353;D03IPM;-1
PD354;D03IPM;-1
PD355;D03IPM;-1
PD356;D03IPM;-1
PD432;D03IPM;-1
PD433;D03IPM;-1
PD434;D03IPM;-1
PD219;D03IPM;-1
PD220;D03IPM;-1
PD435;D03IPM;-1
PD786;D03IPM;-1
PD787;D03IPM;-1
PD287;D03IPM;-1
PD288;D03IPM;-1
PD289;D03IPM;-1
PD290;D03IPM;-1
PD291;D03IPM;-1
PD292;D03IPM;-1
PD293;D03IPM;-1
PD459;D03IPM;-1
PD367;D03IPM;-1
PD368;D03IPM;-1
PD656;D03IPM;-1
PD491;D03IPM;-1
PD1451;D03IPM;-1
PD492;D03IPM;-1
PD493;D03IPM;-1
PD494;D03IPM;-1
PD495;D03IPM;-1
PD496;D03IPM;-1
PD497;D03IPM;-1
PD793;D03IPM;-1
PD794;D03IPM;-1
PD795;D03IPM;-1
PD731;D03IPM;-1
PD732;D03IPM;-1
PD1439;D03IPM;-1
PD1429;D03R;170
PD1394;D03R;321
PD733;D03R;646
PD734;D03R;719
PD796;D03R;1154
PD797;D03R;1458
PD798;D03R;1549
PD504;D03R;1820
PD505;D03R;2062
PD506;D03R;2330
PD507;D03R;2498
PD508;D03R;2630
PD509;D03R;2896
PD1450;D03R;3099
PD510;D03R;3281
PD511;D03R;3681
PD512;D03R;3927
PD513;D03R;4089
PD799;D03R;4275
PD800;D03R;4586
PD801;D03R;4778
PD802;D03R;4994
PD803;D03R;5325
PD804;D03R;5546
PD805;D03R;5944
PD806;D03R;6177
PD518;D03R;6703
PD452;D03R;7032
PD313;D03R;7554
PD314;D03R;7827
PD315;D03R;8079
PD316;D03R;8359
PD317;D03R;8763
PD318;D03R;9253
PD319;D03R;9624
PD320;D03R;10000
PD321;D03R;10263
PD322;D03R;10635
PD323;D03R;10981
PD324;D03R;11232
PD325;D03R;11610
PD326;D03R;11879
PD327;D03R;12247
PA357;D03R;12586
PA488;D03R;12929
PA489;D03R;13180
PA490;D03R;13487
PA491;D03R;13711
PA492;D03R;14052
PA493;D03R;14286
PA25;D03R;14579
PA494;D03R;14820
PA541;D05I;18
PA64;D05I;691
PA495;D05I;1051
PA496;D05I;1347
PA497;D05I;1610
PA498;D05I;1839
PA499;D05I;2182
PA500;D05I;2564
PA501;D05I;2872
PA502;D05I;3214
PD835;D05I;3633
PD836;D05I;3850
PD837;D05I;3999
PD838;D05I;4312
PD651;D05I;4560
PD652;D05I;4879
PD839;D05I;5123
PD840;D05I;5311
PD841;D05I;5687
PD842;D05I;6044
PD843;D05I;6372
PD844;D05I;6526
PD845;D05I;6742
PD846;D05I;7113
PD847;D05I;7373
PD596;D05I;7774
PD848;D05I;8116
PD849;D05I;8375
PD850;D05I;8577
PD851;D05I;8859
PD852;D05I;9348
PD853;D05I;9643
PD854;D05I;9811
PD855;D05I;10083
PD856;D05I;10347
PD857;D05I;10603
PD858;D05I;10951
PD859;D05I;11133
PD372;D05I;11350
PD373;D05I;11648
PD374;D05I;12046
PD460;D05I;13461
PD1357;D05I;13910
PD461;D05I;14182
PD462;D05I;14403
PD463;D05I;14564
PD137;D05I;14787
PE1321;D05I;15082
PE273;D05I;15273
PE274;D05I;15564
PE275;D05I;15979
PE276;D05I;16302
PE277;D05I;16620
PD1393;D05R;54
PD861;D05R;353
PD862;D05R;604
PD615;D05R;922
PD616;D05R;1281
PD617;D05R;1637
PD1409;D05R;1886
PD618;D05R;2073
PD619;D05R;2245
PD464;D05R;2398
PD465;D05R;2800
PD466;D05R;3098
PD389;D05R;4520
PD390;D05R;4928
PD391;D05R;5254
PD864;D05R;5843
PD865;D05R;6049
PD866;D05R;6299
PD867;D05R;6567
PD868;D05R;6837
PD869;D05R;6923
PD870;D05R;7164
PD871;D05R;7312
PD872;D05R;7600
PD873;D05R;8000
PD874;D05R;8368
PD569;D05R;8618
PD570;D05R;8853
PD875;D05R;9391
PD876;D05R;9667
PD877;D05R;10013
PD878;D05R;10380
PD879;D05R;10710
PD880;D05R;11048
PD881;D05R;11372
PD882;D05R;11633
PD883;D05R;11801
PD884;D05R;12042
PD653;D05R;12275
PD654;D05R;12488
PD655;D05R;12742
PD204;D05R;13298
PA697;D05R;13741
PA202;D05R;13953
PA503;D05R;14211
PA504;D05R;14526
PA505;D05R;15028
PA506;D05R;15266
PA507;D05R;15613
PA508;D05R;15872
PA509;D05R;16440
PA541;D05R;16918
PD1393;D05RPT;-1
PD861;D05RPT;-1
PD862;D05RPT;-1
PD615;D05RPT;-1
PD616;D05RPT;-1
PD617;D05RPT;-1
PD1409;D05RPT;-1
PD618;D05RPT;-1
PD619;D05RPT;-1
PD464;D05RPT;-1
PD465;D05RPT;-1
PD466;D05RPT;-1
PD469;D05RPT;-1
PD470;D05RPT;-1
PD471;D05RPT;-1
PD472;D05RPT;-1
PD886;D05RPT;-1
PD375;D05RPT;-1
PD376;D05RPT;-1
PD887;D05RPT;-1
PD888;D05RPT;-1
PD889;D05RPT;-1
PD890;D05RPT;-1
PD891;D05RPT;-1
PD866;D05RPT;-1
PD867;D05RPT;-1
PD868;D05RPT;-1
PD869;D05RPT;-1
PD870;D05RPT;-1
PD871;D05RPT;-1
PD872;D05RPT;-1
PD873;D05RPT;-1
PD874;D05RPT;-1
PD569;D05RPT;-1
PD570;D05RPT;-1
PD875;D05RPT;-1
PD876;D05RPT;-1
PD877;D05RPT;-1
PD878;D05RPT;-1
PD879;D05RPT;-1
PD880;D05RPT;-1
PD881;D05RPT;-1
PD882;D05RPT;-1
PD883;D05RPT;-1
PD884;D05RPT;-1
PD653;D05RPT;-1
PD654;D05RPT;-1
PD655;D05RPT;-1
PD204;D05RPT;-1
PA697;D05RPT;-1
PA202;D05RPT;-1
PA503;D05RPT;-1
PA504;D05RPT;-1
PA505;D05RPT;-1
PA506;D05RPT;-1
PA507;D05RPT;-1
PA508;D05RPT;-1
PA509;D05RPT;-1
PA541;D05RPT;-1
PD329;D06I;176
PD330;D06I;548
PD331;D06I;806
PD332;D06I;1178
PD333;D06I;1460
PD334;D06I;1997
PD335;D06I;2220
PD336;D06I;2669
PD79;D06I;2944
PD80;D06I;3211
PD81;D06I;3552
PD530;D06I;4148
PD892;D06I;4593
PD893;D06I;5021
PD894;D06I;5265
PD895;D06I;5553
PD596;D06I;5736
PD597;D06I;6053
PD598;D06I;6360
PD599;D06I;6686
PD600;D06I;7074
PD601;D06I;7496
PD602;D06I;7645
PD603;D06I;7923
PD604;D06I;8126
PD605;D06I;8330
PD606;D06I;8533
PD896;D06I;8678
PD897;D06I;8901
PD898;D06I;9208
PD899;D06I;9352
PD900;D06I;9535
PD901;D06I;9855
PD902;D06I;10021
PD3;D06I;10286
PE479;D06I;11038
PE819;D06I;11413
PE820;D06I;11728
PE827;D06I;11950
PE804;D06I;12142
PE159;D06I;12436
PE1296;D06I;12770
PE1391;D06I;13085
PE1282;D06I;13332
PD426;D06IPM;-1
PD427;D06IPM;-1
PD428;D06IPM;-1
PD347;D06IPM;-1
PD348;D06IPM;-1
PD349;D06IPM;-1
PD111;D06IPM;-1
PD429;D06IPM;-1
PD112;D06IPM;-1
PD350;D06IPM;-1
PD431;D06IPM;-1
PD351;D06IPM;-1
PD80;D06IPM;-1
PD81;D06IPM;-1
PD530;D06IPM;-1
PD892;D06IPM;-1
PD893;D06IPM;-1
PD894;D06IPM;-1
PD895;D06IPM;-1
PD596;D06IPM;-1
PD597;D06IPM;-1
PD598;D06IPM;-1
PD599;D06IPM;-1
PD600;D06IPM;-1
PD601;D06IPM;-1
PD602;D06IPM;-1
PD603;D06IPM;-1
PD604;D06IPM;-1
PD605;D06IPM;-1
PD606;D06IPM;-1
PD896;D06IPM;-1
PD897;D06IPM;-1
PD898;D06IPM;-1
PD899;D06IPM;-1
PD900;D06IPM;-1
PD901;D06IPM;-1
PD902;D06IPM;-1
PD3;D06IPM;-1
PE479;D06IPM;-1
PE819;D06IPM;-1
PE820;D06IPM;-1
PE827;D06IPM;-1
PE804;D06IPM;-1
PE159;D06IPM;-1
PE1296;D06IPM;-1
PE1391;D06IPM;-1
PE1282;D06IPM;-1
PD329;D06IPRN;-1
PD330;D06IPRN;-1
PD331;D06IPRN;-1
PD332;D06IPRN;-1
PD333;D06IPRN;-1
PD334;D06IPRN;-1
PD335;D06IPRN;-1
PD336;D06IPRN;-1
PD79;D06IPRN;-1
PD80;D06IPRN;-1
PD81;D06IPRN;-1
PD530;D06IPRN;-1
PD892;D06IPRN;-1
PD893;D06IPRN;-1
PD894;D06IPRN;-1
PD895;D06IPRN;-1
PD596;D06IPRN;-1
PD597;D06IPRN;-1
PD598;D06IPRN;-1
PD599;D06IPRN;-1
PD600;D06IPRN;-1
PD601;D06IPRN;-1
PD602;D06IPRN;-1
PD603;D06IPRN;-1
PD604;D06IPRN;-1
PD605;D06IPRN;-1
PD606;D06IPRN;-1
PD896;D06IPRN;-1
PD897;D06IPRN;-1
PD898;D06IPRN;-1
PD899;D06IPRN;-1
PD900;D06IPRN;-1
PD901;D06IPRN;-1
PD902;D06IPRN;-1
PD3;D06IPRN;-1
PE479;D06IPRN;-1
PE819;D06IPRN;-1
PE820;D06IPRN;-1
PE827;D06IPRN;-1
PE804;D06IPRN;-1
PE159;D06IPRN;-1
PE1296;D06IPRN;-1
PE1391;D06IPRN;-1
PE1282;D06R;49
PE1484;D06R;1136
PE159;D06R;1490
PE1333;D06R;2261
PE1332;D06R;2506
PE1334;D06R;2766
PD906;D06R;3313
PD907;D06R;3492
PD908;D06R;3727
PD909;D06R;4001
PD910;D06R;4198
PD911;D06R;4481
PD912;D06R;4571
PD630;D06R;4838
PD631;D06R;5009
PD632;D06R;5235
PD633;D06R;5477
PD634;D06R;5624
PD635;D06R;6043
PD636;D06R;6422
PD637;D06R;6756
PD638;D06R;7072
PD913;D06R;7848
PD914;D06R;7986
PD915;D06R;8303
PD916;D06R;8723
PD1390;D06R;9192
PD100;D06R;9526
PD101;D06R;9810
PD235;D06R;10202
PD319;D06R;10777
PD320;D06R;11153
PD321;D06R;11416
PD322;D06R;11787
PD323;D06R;12133
PD324;D06R;12384
PD325;D06R;12763
PD326;D06R;13031
PE1484;D06RPRN;-1
PE159;D06RPRN;-1
PE1333;D06RPRN;-1
PE1332;D06RPRN;-1
PE1334;D06RPRN;-1
PD906;D06RPRN;-1
PD907;D06RPRN;-1
PD908;D06RPRN;-1
PD909;D06RPRN;-1
PD910;D06RPRN;-1
PD911;D06RPRN;-1
PD912;D06RPRN;-1
PD630;D06RPRN;-1
PD631;D06RPRN;-1
PD632;D06RPRN;-1
PD633;D06RPRN;-1
PD634;D06RPRN;-1
PD635;D06RPRN;-1
PD636;D06RPRN;-1
PD637;D06RPRN;-1
PD638;D06RPRN;-1
PD913;D06RPRN;-1
PD914;D06RPRN;-1
PD915;D06RPRN;-1
PD916;D06RPRN;-1
PD1390;D06RPRN;-1
PD100;D06RPRN;-1
PD101;D06RPRN;-1
PD235;D06RPRN;-1
PD319;D06RPRN;-1
PD320;D06RPRN;-1
PD321;D06RPRN;-1
PD322;D06RPRN;-1
PD323;D06RPRN;-1
PD324;D06RPRN;-1
PD325;D06RPRN;-1
PD326;D06RPRN;-1
PD1429;D07I;170
PD1394;D07I;321
PD733;D07I;646
PD734;D07I;719
PD796;D07I;1154
PD797;D07I;1458
PD798;D07I;1549
PD917;D07I;1821
PD918;D07I;2007
PD919;D07I;2291
PD920;D07I;2659
PD923;D07I;2989
PD924;D07I;3351
PD925;D07I;3614
PD926;D07I;4076
PD927;D07I;4358
PD928;D07I;4789
PD929;D07I;5361
PD930;D07I;5586
PD886;D07I;5889
PD376;D07I;6563
PD887;D07I;6770
PD888;D07I;6831
PD889;D07I;7061
PD890;D07I;7179
PD931;D07I;7428
PD932;D07I;7770
PD933;D07I;8165
PD934;D07I;8324
PD281;D07I;8502
PD282;D07I;8697
PD176;D07I;8863
PD873;D07I;9406
PD661;D07I;10029
PD662;D07I;10348
PD663;D07I;10564
PD935;D07I;10880
PD936;D07I;11160
PD1389;D07I;11386
PD937;D07I;11565
PD938;D07I;11800
PD939;D07I;12134
PD940;D07I;12360
PD941;D07I;12498
PD942;D07I;12771
PD943;D07I;13110
PD944;D07I;13368
PD945;D07I;13728
PD946;D07I;14008
PD947;D07I;14348
PD948;D07I;14600
PD949;D07I;14917
PD950;D07I;15200
PD200;D07I;15578
PD201;D07I;15964
PH209;D07I;16178
PH429;D07I;16524
PH430;D07I;16754
PH431;D07I;16962
PH181;D07I;17307
PH791;D07I;17671
PH432;D07I;17852
PH433;D07I;18086
PH434;D07I;18541
PA146;D07I;18805
PA509;D07I;19582
PA541;D07I;20059
PA541;D07R;18
PA64;D07R;691
PA495;D07R;1051
PA496;D07R;1347
PA497;D07R;1610
PA498;D07R;1839
PA126;D07R;2047
PH162;D07R;2516
PH385;D07R;2981
PH386;D07R;3215
PH1465;D07R;3535
PH387;D07R;3779
PH210;D07R;4614
PH211;D07R;5008
PD1387;D07R;5680
PD951;D07R;5844
PD952;D07R;6065
PD953;D07R;6505
PD954;D07R;6799
PD955;D07R;7028
PD956;D07R;7311
PD957;D07R;7765
PD958;D07R;8004
PD959;D07R;8358
PD16;D07R;8635
PD960;D07R;8778
PD961;D07R;8921
PD962;D07R;9062
PD963;D07R;9276
PD964;D07R;9622
PD965;D07R;9856
PD1388;D07R;10072
PD966;D07R;10251
PD967;D07R;10546
PD968;D07R;10727
PD699;D07R;10823
PD700;D07R;11079
PD701;D07R;11368
PD702;D07R;11617
PD850;D07R;11812
PD851;D07R;12094
PD969;D07R;12472
PD970;D07R;12691
PD971;D07R;12878
PD972;D07R;13082
PD973;D07R;13154
PD974;D07R;13545
PD975;D07R;13898
PD976;D07R;14129
PD1392;D07R;14280
PD977;D07R;14490
PD978;D07R;14744
PD387;D07R;15075
PD979;D07R;15493
PD388;D07R;15610
PD980;D07R;15961
PD981;D07R;16520
PD982;D07R;16979
PD983;D07R;17207
PD984;D07R;17702
PD985;D07R;17974
PD986;D07R;18323
PD987;D07R;18704
PD988;D07R;19063
PD989;D07R;19120
PD990;D07R;19261
PD991;D07R;19512
PD992;D07R;19770
PD793;D07R;19928
PD794;D07R;20169
PD795;D07R;20380
PD731;D07R;20653
PD732;D07R;20972
PD1439;D07R;21205
PD1429;D07cI;170
PD1394;D07cI;321
PD733;D07cI;646
PD734;D07cI;719
PD796;D07cI;1154
PD797;D07cI;1458
PD798;D07cI;1549
PD917;D07cI;1821
PD918;D07cI;2007
PD919;D07cI;2291
PD920;D07cI;2657
PD921;D07cI;2935
PD922;D07cI;3495
PD923;D07cI;3833
PD924;D07cI;4195
PD925;D07cI;4457
PD926;D07cI;4920
PD927;D07cI;5201
PD928;D07cI;5632
PD929;D07cI;6205
PD930;D07cI;6430
PD886;D07cI;6733
PD175;D07cI;8498
PD175;D07cR;68
PD280;D07cR;499
PD973;D07cR;654
PD974;D07cR;1045
PD975;D07cR;1398
PD976;D07cR;1629
PD977;D07cR;1990
PD978;D07cR;2243
PD387;D07cR;2574
PD979;D07cR;2992
PD388;D07cR;3109
PD980;D07cR;3460
PD981;D07cR;4019
PD982;D07cR;4476
PD983;D07cR;4705
PD984;D07cR;5199
PD985;D07cR;5471
PD986;D07cR;5821
PD921;D07cR;6769
PD987;D07cR;7046
PD988;D07cR;7404
PD989;D07cR;7461
PD990;D07cR;7601
PD991;D07cR;7853
PD992;D07cR;8111
PD793;D07cR;8269
PD794;D07cR;8510
PD795;D07cR;8721
PD731;D07cR;8994
PD732;D07cR;9313
PD1439;D07cR;9546
PD1429;D08I;170
PD544;D08I;667
PD545;D08I;1011
PD546;D08I;1258
PD993;D08I;1564
PD994;D08I;1818
PD995;D08I;2052
PD996;D08I;2382
PD997;D08I;2737
PD998;D08I;2953
PD738;D08I;3501
PD1433;D08I;3859
PD1420;D08I;3997
PD440;D08I;4266
PD441;D08I;4521
PD999;D08I;4671
PD1000;D08I;5000
PD1001;D08I;5242
PD445;D08I;5646
PD780;D08I;5970
PD781;D08I;6183
PD782;D08I;6368
PD1002;D08I;6846
PD1003;D08I;7023
PD1004;D08I;7465
PD1005;D08I;7792
PD1006;D08I;7967
PC975;D08I;8702
PC976;D08I;9420
PC977;D08I;9934
PC482;D08I;10177
PC483;D08I;10480
PC484;D08I;10961
PC112;D08I;11406
PC485;D08I;11819
PC486;D08I;12216
PD1377;D08I;12659
PC978;D08I;13000
PC978;D08R;41
PD476;D08R;343
PD477;D08R;550
PD478;D08R;899
PD224;D08R;1335
PD479;D08R;1810
PD480;D08R;2283
PD481;D08R;2770
PD1007;D08R;3480
PD1008;D08R;4213
PD1009;D08R;4747
PD1010;D08R;5020
PD1011;D08R;5257
PD1290;D08R;5852
PD1013;D08R;6008
PD1014;D08R;6386
PD1015;D08R;6656
PD1016;D08R;6886
PD417;D08R;7242
PD418;D08R;7703
PD419;D08R;8075
PD1017;D08R;8402
PD1018;D08R;8638
PD1019;D08R;8827
PD726;D08R;9451
PD727;D08R;9748
PD1020;D08R;9888
PD1021;D08R;10169
PD1022;D08R;10542
PD1023;D08R;10863
PD1024;D08R;11104
PD1025;D08R;11333
PD541;D08R;11890
PD542;D08R;12234
-;D08R;12962
PD1439;D08R;12802
PD1003;D08cI;142
PD1004;D08cI;585
PD1005;D08cI;912
PD1006;D08cI;1086
PC975;D08cI;1822
PC976;D08cI;2539
PC977;D08cI;3054
PC482;D08cI;3296
PC483;D08cI;3600
PC484;D08cI;4081
PC112;D08cI;4525
PC485;D08cI;4939
PC486;D08cI;5335
PD1377;D08cI;5779
PC978;D08cI;6119
PC978;D08cR;41
PD476;D08cR;343
PD477;D08cR;550
PD478;D08cR;899
PD224;D08cR;1335
PD479;D08cR;1810
PD480;D08cR;2283
PD481;D08cR;2770
PD1007;D08cR;3480
PD1008;D08cR;4213
PD1009;D08cR;4747
PD1010;D08cR;5020
PD1011;D08cR;5257
PD1290;D08cR;5852
PD1429;D09I;170
PD1394;D09I;321
PD733;D09I;646
PD734;D09I;719
PD735;D09I;1294
PD736;D09I;1629
PD737;D09I;1967
PD1020;D09I;2120
PD1027;D09I;2450
PD1028;D09I;2767
PD1029;D09I;3011
PD1030;D09I;3172
PD1031;D09I;3519
PD256;D09I;3912
PD257;D09I;4109
PD258;D09I;4295
PD1373;D09I;4425
PD259;D09I;4560
PD260;D09I;4742
PD657;D09I;5045
PD261;D09I;5351
PD804;D09I;5673
PD805;D09I;6070
PD806;D09I;6304
PD518;D09I;6830
PD452;D09I;7159
PD1032;D09I;7878
PD1033;D09I;8171
PD1034;D09I;8491
PD1035;D09I;8799
PC979;D09I;9172
PC980;D09I;9450
PD53;D09I;9858
PD76;D09I;10198
PD1267;D09I;10445
PD1268;D09I;10733
PD1269;D09I;11190
PD168;D09I;11410
PC45;D09I;11708
PC46;D09I;11932
PC47;D09I;12265
PC48;D09I;12550
PC49;D09I;13035
PC50;D09I;13370
PC51;D09I;13538
PD1429;D09IPT;-1
PD1394;D09IPT;-1
PD733;D09IPT;-1
PD734;D09IPT;-1
PD735;D09IPT;-1
PD736;D09IPT;-1
PD737;D09IPT;-1
PD1020;D09IPT;-1
PD1027;D09IPT;-1
PD1028;D09IPT;-1
PD1029;D09IPT;-1
PD1030;D09IPT;-1
PD1031;D09IPT;-1
PD256;D09IPT;-1
PD257;D09IPT;-1
PD258;D09IPT;-1
PD1373;D09IPT;-1
PD259;D09IPT;-1
PD260;D09IPT;-1
PD657;D09IPT;-1
PD261;D09IPT;-1
PD804;D09IPT;-1
PD805;D09IPT;-1
PD806;D09IPT;-1
PD518;D09IPT;-1
PD452;D09IPT;-1
PD313;D09IPT;-1
PD314;D09IPT;-1
PD315;D09IPT;-1
PD316;D09IPT;-1
PD317;D09IPT;-1
PD103;D09IPT;-1
PD104;D09IPT;-1
PD237;D09IPT;-1
PD76;D09IPT;-1
PD1267;D09IPT;-1
PD1268;D09IPT;-1
PD1269;D09IPT;-1
PD168;D09IPT;-1
PC45;D09IPT;-1
PC46;D09IPT;-1
PC47;D09IPT;-1
PC48;D09IPT;-1
PC49;D09IPT;-1
PC50;D09IPT;-1
PC51;D09IPT;-1
PC1103;D09R;194
PC39;D09R;544
PC40;D09R;894
PC41;D09R;1230
PC42;D09R;1508
PC43;D09R;1786
PC44;D09R;2093
PD108;D09R;2302
PD1291;D09R;2889
PD1293;D09R;3310
PD1294;D09R;3592
PD1295;D09R;3769
PD106;D09R;4478
PD1036;D09R;4955
PD1037;D09R;5149
PD1038;D09R;5450
PD1039;D09R;5800
PD1040;D09R;6144
PD1041;D09R;6456
PD816;D09R;6702
PD409;D09R;7075
PD410;D09R;7616
PD1360;D09R;7799
PD785;D09R;8072
PD786;D09R;8302
PD287;D09R;8974
PD288;D09R;9300
PD289;D09R;9542
PD290;D09R;9734
PD291;D09R;9863
PD292;D09R;10038
PD293;D09R;10295
PD294;D09R;10681
PD1042;D09R;10888
PD1043;D09R;11066
PD1044;D09R;11286
PD1045;D09R;11514
PD1046;D09R;11830
PD1047;D09R;12092
PD728;D09R;12665
PD729;D09R;13037
PD730;D09R;13342
PD731;D09R;13614
PD732;D09R;13932
PD1439;D09R;14166
PC1103;D09RPM;-1
PC39;D09RPM;-1
PC40;D09RPM;-1
PC41;D09RPM;-1
PC42;D09RPM;-1
PC43;D09RPM;-1
PC44;D09RPM;-1
PD108;D09RPM;-1
PD1291;D09RPM;-1
PD1293;D09RPM;-1
PD1294;D09RPM;-1
PD1295;D09RPM;-1
PD78;D09RPM;-1
PD352;D09RPM;-1
PD353;D09RPM;-1
PD354;D09RPM;-1
PD355;D09RPM;-1
PD356;D09RPM;-1
PD432;D09RPM;-1
PD433;D09RPM;-1
PD434;D09RPM;-1
PD219;D09RPM;-1
PD286;D09RPM;-1
PD287;D09RPM;-1
PD288;D09RPM;-1
PD289;D09RPM;-1
PD290;D09RPM;-1
PD291;D09RPM;-1
PD292;D09RPM;-1
PD293;D09RPM;-1
PD294;D09RPM;-1
PD1042;D09RPM;-1
PD1043;D09RPM;-1
PD1044;D09RPM;-1
PD1045;D09RPM;-1
PD1046;D09RPM;-1
PD1047;D09RPM;-1
PD728;D09RPM;-1
PD729;D09RPM;-1
PD730;D09RPM;-1
PD731;D09RPM;-1
PD732;D09RPM;-1
PD1439;D09RPM;-1
PH1503;D10I;43
PD1387;D10I;617
PD951;D10I;781
PD952;D10I;1001
PD1154;D10I;1276
PD1155;D10I;1563
PD20;D10I;1731
PD21;D10I;2002
PD1306;D10I;2154
PD1307;D10I;2411
PD1308;D10I;2601
PD1309;D10I;2916
PD1310;D10I;3109
PD1311;D10I;3441
PD1312;D10I;3736
PD668;D10I;3885
PD1440;D10I;4045
PD1356;D10I;4586
PD669;D10I;5344
PD670;D10I;5616
PD671;D10I;5818
PD672;D10I;6013
PD673;D10I;6225
PD674;D10I;6412
PD607;D10I;6546
PD608;D10I;7088
PD1396;D10I;7246
PD609;D10I;7528
PD610;D10I;7826
PD1053;D10I;8144
PD611;D10I;8376
PD612;D10I;8722
PD613;D10I;8979
PD614;D10I;9284
PD465;D10I;9677
PD466;D10I;9974
PD469;D10I;10483
PD470;D10I;10784
PD471;D10I;11099
PD472;D10I;11421
PD886;D10I;11769
PD375;D10I;12145
PD376;D10I;12443
PD887;D10I;12650
PD888;D10I;12711
PD889;D10I;12941
PD890;D10I;13059
PD891;D10I;13255
PD866;D10I;13366
PD1054;D10I;13540
PD1055;D10I;13703
PD1056;D10I;13871
PI1272;D10I;14034
PD486;D10I;14189
PD487;D10I;14459
PD488;D10I;14746
PD489;D10I;15009
PD490;D10I;15302
PD491;D10I;15455
PD1451;D10I;15605
PD492;D10I;15789
PD493;D10I;16055
PD494;D10I;16342
PD1057;D10I;16664
PD1058;D10I;17089
PD1059;D10I;17303
PD1029;D10I;17545
PD1060;D10I;17773
PD1061;D10I;18032
PD1419;D10I;18255
PD1062;D10I;18450
PD1063;D10I;18637
PD1000;D10I;18957
PD1001;D10I;19199
PD454;D10I;19318
PD455;D10I;19647
PD422;D10I;19888
PD722;D10I;20251
PD723;D10I;20813
PD724;D10I;21397
PD1113;D10I;23058
PD1114;D10I;23567
PD732;D10I;23880
PD1439;D10I;24113
PH1503;D10IPM;-1
PD1387;D10IPM;-1
PD951;D10IPM;-1
PD952;D10IPM;-1
PD1154;D10IPM;-1
PD1155;D10IPM;-1
PD20;D10IPM;-1
PD21;D10IPM;-1
PD1306;D10IPM;-1
PD1307;D10IPM;-1
PD1308;D10IPM;-1
PD1309;D10IPM;-1
PD1310;D10IPM;-1
PD1311;D10IPM;-1
PD1312;D10IPM;-1
PD668;D10IPM;-1
PD1440;D10IPM;-1
PD1356;D10IPM;-1
PD669;D10IPM;-1
PD670;D10IPM;-1
PD671;D10IPM;-1
PD672;D10IPM;-1
PD673;D10IPM;-1
PD674;D10IPM;-1
PD607;D10IPM;-1
PD608;D10IPM;-1
PD1396;D10IPM;-1
PD609;D10IPM;-1
PD610;D10IPM;-1
PD1053;D10IPM;-1
PD611;D10IPM;-1
PD612;D10IPM;-1
PD613;D10IPM;-1
PD614;D10IPM;-1
PD465;D10IPM;-1
PD466;D10IPM;-1
PD469;D10IPM;-1
PD470;D10IPM;-1
PD471;D10IPM;-1
PD472;D10IPM;-1
PD886;D10IPM;-1
PD375;D10IPM;-1
PD376;D10IPM;-1
PD887;D10IPM;-1
PD888;D10IPM;-1
PD889;D10IPM;-1
PD890;D10IPM;-1
PD891;D10IPM;-1
PD866;D10IPM;-1
PD1054;D10IPM;-1
PD1055;D10IPM;-1
PD1056;D10IPM;-1
PI1272;D10IPM;-1
PD486;D10IPM;-1
PD1366;D10IPM;-1
PD1367;D10IPM;-1
PD1365;D10IPM;-1
PD394;D10IPM;-1
