101cR|T-7-52-SN-35|PI47|9512|
101cR|T-7-52-SN-40|PI48|9804|
101cR|T-8-52-SN-5|PJ19|10136|
101cR|T-8-52-SN-10|PJ20|10421|
101cR|T-8-52-SN-15|PJ21|10696|
102I|T-8-52-SN-15|PJ21|0|
102I|T-8-71-PO-5|PJ180|280|
102I|T-8-71-PO-10|PJ133|452|
102I|L-8-17-17-NS|PJ1738|651|
102I|L-8-17-20-NS|PJ978|871|
102I|L-8-17-25-NS|PJ979|1049|
102I|T-8-70-NS-15|PJ33|1327|
102I|L-7-57-1-OP|PI1678|1832|
102I|T-9-52-NS-15|PJ17|2115|
102I|E-9-52-NS-20|PJ18|2675|
102I|T-7-52-NS-5|PI1|3110|
102I|T-7-52-NS-10|PI2|3489|
102I|T-7-52-NS-15|PI49|3835|
102I|T-7-52-NS-20|PI50|4286|
102I|T-7-52-NS-25|PI51|4782|
102I|T-12-90-PO-5|PI53|5769|
102I|T-12-89-PO-3|PI1375|6050|
102I|T-12-89-PO-5|PI55|6348|
102I|T-12-89-PO-10|PI56|6721|
102I|T-28-89-PO-10|PH2|7245|
102I|T-28-89-PO-12|PH3|7799|
102I|T-28-89-PO-15|PH4|8207|
102I|T-28-89-PO-20|PH5|8557|
102I|T-28-89-PO-25|PH6|8799|
102I|T-28-89-PO-27|PH1454|9087|
102I|T-28-89-PO-30|PH7|9370|
102I|T-25-89-PO-5|PH8|9619|
102I|T-25-89-PO-10|PH9|9989|
102I|T-25-89-PO-15|PH10|10238|
102I|E-25-89-PO-16|PH11|10475|
102I|T-25-89-PO-20|PH12|10892|
102I|T-25-89-PO-25|PH13|11165|
102I|T-25-89-PO-30|PH14|11473|
102I|T-25-89-PO-35|PH15|11879|
102I|E-25-89-PO-36|PH16|12037|
102I|T-21-89-PO-10|PH17|12404|
102I|T-21-89-PO-15|PH18|12579|
102I|T-21-89-PO-20|PH19|12998|
102I|T-21-89-PO-25|PH1456|13223|
102I|T-21-89-PO-27|PH1491|13540|
102I|T-21-89-PO-30|PH21|13729|
102I|T-21-89-PO-35|PH22|13992|
102I|E-33-89-PO-2|PE1|14524|
102I|T-33-89-PO-5|PE2|15016|
102I|T-33-89-PO-20|PE3|15660|
102I|T-33-89-PO-25|PE4|16054|
102I|T-33-89-PO-30|PE5|16382|
102I|T-33-89-PO-33|PE1292|16742|
102I|T-33-264-NS-5|PE7|17312|
102I|T-33-264-NS-10|PE8|17584|
102I|T-33-264-NS-15|PE9|17819|
102I|T-33-264-NS-20|PE10|18347|
102I|T-33-264-NS-25|PE11|18768|
102I|T-33-264-NS-30|PE12|19122|
102I|T-33-264-NS-35|PE13|19534|
102I|T-33-264-NS-40|PE14|19926|
102I|T-33-264-NS-45|PE15|20397|
102I|T-33-264-NS-50|PE16|20904|
102I|T-33-264-NS-55|PE17|21347|
102I|T-33-264-NS-60|PE18|21720|
102I|T-33-264-NS-65|PE19|21994|
102I|T-33-264-NS-70|PE20|22385|
102I|T-33-264-NS-75|PE21|22588|
102I|T-33-264-NS-80|PE22|22926|
102I|T-34-269-NS-10|PF1|23300|
102I|T-34-269-NS-15|PF2|23613|
102I|T-34-269-NS-20|PF3|24196|
102I|T-34-269-NS-30|PF4|24738|
102R|T-34-269-SN-5|PF5|102|
102R|T-34-269-SN-7|PF829|414|
102R|T-34-269-SN-10|PF6|630|
102R|T-34-269-SN-20|PF7|1202|
102R|T-34-269-SN-30|PF8|1749|
102R|T-34-269-SN-35|PF9|2051|
102R|T-34-269-SN-40|PF10|2369|
102R|T-34-269-SN-45|PF11|2645|
102R|T-34-269-SN-50|PF12|2937|
102R|T-34-269-SN-55|PF13|3340|
102R|T-34-269-SN-65|PF15|3949|
102R|T-33-264-SN-5|PE23|4424|
102R|T-33-264-SN-10|PE24|4879|
102R|T-33-264-SN-15|PE25|5390|
102R|T-33-264-SN-25|PE26|5951|
102R|T-33-264-SN-30|PE27|6252|
102R|T-33-264-SN-35|PE28|6633|
102R|T-33-264-SN-40|PE29|6949|
102R|T-33-264-SN-45|PE1287|7177|
102R|T-33-264-SN-47|PE1383|7363|
102R|T-33-264-SN-50|PE30|7541|
102R|T-33-264-SN-55|PE31|7793|
102R|T-33-264-SN-60|PE32|8120|
102R|T-33-419-SN-5|PE33|8546|
102R|T-31-89-OP-2|PD1444|9018|
102R|T-31-89-OP-5|PD1|9375|
102R|T-31-89-OP-10|PD2|9673|
102R|T-31-89-OP-20|PD1161|10136|
102R|T-31-89-OP-30|PD4|10469|
102R|E-31-89-OP-40|PD5|10988|
102R|L-21-9-10-OP|PH45|11370|
102R|T-21-89-OP-5|PH23|11613|
102R|T-21-89-OP-10|PH24|11986|
102R|T-21-89-OP-15|PH1455|12225|
102R|T-21-89-OP-20|PH26|12603|
102R|T-21-89-OP-25|PH27|12909|
102R|T-21-89-OP-30|PH28|13130|
102R|E-21-89-OP-35|PH29|13385|
102R|T-25-89-OP-5|PH30|13746|
102R|T-25-89-OP-10|PH31|14018|
102R|T-25-89-OP-15|PH32|14448|
102R|T-25-89-OP-20|PH33|14704|
102R|E-25-89-OP-21|PH34|14938|
102R|T-25-89-OP-25|PH35|15273|
102R|T-25-89-OP-30|PH36|15509|
102R|T-25-89-OP-35|PH37|15843|
102R|T-28-89-OP-5|PH38|16200|
102R|T-28-89-OP-7|PH1453|16448|
102R|T-28-89-OP-10|PH39|16716|
102R|T-28-89-OP-15|PH40|16970|
102R|T-28-89-OP-20|PH41|17301|
102R|T-28-89-OP-25|PH42|17658|
102R|T-28-89-OP-30|PH43|18221|
102R|T-28-89-OP-35|PH44|18648|
102R|T-12-89-OP-10|PI58|19564|
102R|T-12-90-OP-5|PI59|19711|
102R|T-12-90-OP-10|PI60|19888|
102R|T-7-52-SN-5|PI61|20703|
102R|T-7-52-SN-10|PI62|21126|
102R|T-7-52-SN-15|PI63|21639|
102R|T-7-52-SN-20|PI64|21972|
102R|T-7-52-SN-25|PI45|22312|
102R|E-7-52-SN-30|PI46|22784|
102R|T-7-52-SN-35|PI47|23392|
102R|T-7-52-SN-40|PI48|23684|
102R|T-8-52-SN-5|PJ19|24016|
102R|T-8-52-SN-10|PJ20|24301|
102R|T-8-52-SN-15|PJ21|24576|
103I|T-14-110-PO-10|PC1|143|
103I|T-14-110-PO-23|PC2|573|
103I|T-14-127-NS-4|PC3|1106|
103I|T-14-127-NS-10|PC4|1481|
103I|T-14-127-NS-15|PC5|1792|
103I|T-14-127-NS-20|PC6|2085|
103I|T-14-127-NS-25|PC7|2340|
103I|T-14-127-NS-30|PC8|2577|
103I|T-14-127-NS-35|PC9|2812|
103I|T-14-127-NS-40|PC10|3069|
103I|T-14-127-NS-45|PC11|3372|
103I|T-18-127-NS-5|PD6|3732|
103I|T-18-127-NS-10|PD7|3933|
103I|T-18-127-NS-15|PD8|4311|
103I|T-18-127-NS-20|PD9|4818|
103I|T-18-127-NS-25|PD10|5258|
103I|T-18-127-NS-30|PD11|5546|
103I|T-18-127-NS-35|PD12|5972|
103I|T-18-127-NS-40|PD13|6131|
103I|T-18-127-NS-45|PD14|6573|
103I|T-31-127-NS-5|PD15|6885|
103I|T-31-127-NS-10|PD16|7150|
103I|T-31-127-NS-15|PD17|7448|
103I|T-31-127-NS-20|PD18|7783|
103I|POR DEFINIR|-|13264|
103I|T-31-127-NS-25|PD19|8224|
103I|POR DEFINIR|-|13264|
103I|T-31-359-PO-5|PD20|8578|
103I|T-31-359-PO-10|PD21|8849|
103I|T-31-154-NS-1|PD22|9187|
103I|T-31-154-NS-2|PD23|9431|
103I|T-31-154-NS-3|PD24|9806|
103I|L-31-4-15-NS|PD25|10178|
103I|L-31-11-5-NS|PD26|10273|
103I|L-31-11-10-NS|PD27|10509|
103I|L-31-11-15-NS|PD28|10762|
103I|L-31-11-20-NS|PD29|10996|
103I|T-31-89-OP-20|PD1161|11130|
103I|T-31-89-OP-30|PD4|11463|
103I|E-31-89-OP-40|PD5|11982|
103I|L-21-9-10-OP|PH45|12363|
103I|T-21-89-OP-5|PH23|12607|
103I|T-21-209-NS-5|PH46|13031|
103R|T-21-209-NS-10|PH47|80|
103R|T-21-212-OP-5|PH48|324|
103R|T-21-212-OP-10|PH49|695|
103R|L-21-211-10-SN|PH1443|1229|
103R|E-21-211-SN-16|PH1442|1646|
103R|T-21-89-PO-27|PH1491|1914|
103R|T-21-89-PO-30|PH21|2102|
103R|T-21-89-PO-35|PH22|2366|
103R|L-21-9-5-PO|PH672|2607|
103R|E-33-89-PO-2|PE1|2898|
103R|T-33-89-PO-5|PE2|3390|
103R|T-31-154-SN-5|PD30|3779|
103R|T-31-154-SN-10|PD31|4265|
103R|T-31-154-SN-15|PD32|4419|
103R|T-31-154-SN-20|PD33|4687|
103R|T-31-154-SN-25|PD34|5116|
103R|T-31-154-SN-30|PD35|5431|
103R|T-31-154-SN-35|PD36|5696|
103R|T-31-359-OP-5|PD37|5973|
103R|T-31-127-SN-15|PD38|6355|
103R|T-31-127-SN-20|PD39|6756|
103R|T-31-127-SN-25|PD40|7118|
103R|T-31-127-SN-30|PD41|7436|
103R|T-31-127-SN-35|PD42|7677|
103R|T-31-127-SN-40|PD43|8002|
103R|T-18-127-SN-5|PD44|8425|
103R|T-18-127-SN-10|PD45|8610|
103R|T-18-127-SN-15|PD46|9132|
103R|T-18-127-SN-20|PD47|9318|
103R|T-18-127-SN-25|PD48|9782|
103R|T-18-127-SN-30|PD49|10211|
103R|T-18-127-SN-35|PD50|10650|
103R|T-18-127-SN-40|PD51|10839|
103R|T-18-127-SN-45|PD52|11211|
103R|T-14-127-SN-5|PC12|11471|
103R|T-14-127-SN-10|PC13|11791|
103R|T-14-127-SN-15|PC14|12077|
103R|T-14-127-SN-20|PC15|12254|
103R|T-14-127-SN-25|PC16|12538|
103R|T-14-127-SN-30|PC17|12791|
103R|T-14-127-SN-35|PC18|13106|
103R|T-14-127-SN-40|PC19|13333|
103R|T-14-127-SN-50|PC20|13703|
103R|T-14-128-OP-45|PC21|14101|
104I|T-14-128-OP-13|PC37|0|
104I|T-14-124-PO-5|PC22|483|
104I|T-14-123-NS-5|PC23|981|
104I|T-14-123-NS-10|PC24|1307|
104I|T-14-123-NS-20|PC25|1830|
104I|T-14-123-NS-25|PC26|2095|
104I|T-14-123-NS-30|PC27|2368|
104I|T-14-123-NS-35|PC28|2623|
104I|T-18-155-NS-5|PD53|3090|
104I|T-18-155-NS-10|PD54|3500|
104I|T-18-152-NS-5|PD56|3778|
104I|T-18-152-NS-0|PD57|3991|
104I|E-18-159-NS-5|PD107|4228|
104I|T-18-159-NS-10|PD58|4638|
104I|T-18-159-NS-15|PD59|4927|
104I|T-18-159-NS-20|PD60|5159|
104I|T-18-159-NS-25|PD61|5457|
104I|T-18-159-NS-30|PD62|5741|
104I|T-18-159-NS-35|PD63|5951|
104I|T-18-159-NS-40|PD64|6251|
104I|T-31-254-NS-5|PD65|6559|
104I|T-31-254-NS-10|PD66|6864|
104I|T-31-254-NS-15|PD67|7193|
104I|T-31-254-NS-20|PD68|7531|
104I|T-31-254-NS-25|PD1449|7795|
104I|T-31-254-NS-30|PD69|8071|
104I|T-31-254-NS-35|PD70|8419|
104I|T-31-254-NS-40|PD71|8810|
104I|T-31-254-NS-45|PD72|9127|
104I|T-31-254-NS-50|PD73|9393|
104I|T-31-254-NS-52|PD1417|9641|
104I|T-31-254-NS-55|PD74|10004|
104I|E-31-254-NS-60|PD75|10362|
104I|T-33-264-NS-5|PE7|11140|
104I|T-33-264-NS-10|PE8|11413|
104I|T-33-264-NS-15|PE9|11647|
104I|T-33-264-NS-20|PE10|12175|
104I|T-33-264-NS-25|PE11|12596|
104I|T-33-264-NS-30|PE12|12950|
104I|T-33-264-NS-35|PE13|13363|
104I|T-33-264-NS-40|PE14|13754|
104I|T-33-264-NS-45|PE15|14226|
104I|T-33-264-NS-50|PE16|14733|
104I|T-33-264-NS-55|PE17|15175|
104I|T-33-264-NS-60|PE18|15549|
104I|T-33-264-NS-65|PE19|15822|
104I|T-33-264-NS-70|PE20|16213|
104I|T-33-264-NS-75|PE21|16416|
104I|T-33-264-NS-80|PE22|16755|
104I|T-34-269-NS-10|PF1|17128|
104I|T-34-269-NS-15|PF2|17441|
104I|T-34-269-NS-20|PF3|18024|
104I|T-34-269-NS-30|PF4|18566|
104IPM|T-14-128-OP-13|PC37|-1|
104IPM|T-14-124-PO-5|PC22|-1|
104IPM|T-14-123-NS-5|PC23|-1|
104IPM|T-14-123-NS-10|PC24|-1|
104IPM|T-14-123-NS-20|PC25|-1|
104IPM|T-14-123-NS-25|PC26|-1|
104IPM|T-14-123-NS-30|PC27|-1|
104IPM|T-14-123-NS-35|PC28|-1|
104IPM|T-18-155-NS-5|PD53|-1|
104IPM|T-18-162-OP-5|PD76|-1|
104IPM|T-18-133-NS-5|PD77|-1|
104IPM|T-18-133-NS-10|PD78|-1|
104IPM|T-18-154-NS-2|PD79|-1|
104IPM|T-18-154-NS-5|PD80|-1|
104IPM|T-18-154-NS-10|PD81|-1|
104IPM|T-18-154-NS-15|PD82|-1|
104IPM|T-18-154-NS-20|PD83|-1|
104IPM|T-18-160-PO-5|PD84|-1|
104IPM|T-18-159-NS-35|PD63|-1|
104IPM|T-18-159-NS-40|PD64|-1|
104IPM|T-31-254-NS-5|PD65|-1|
104IPM|T-31-254-NS-10|PD66|-1|
104IPM|T-31-254-NS-15|PD67|-1|
104IPM|T-31-254-NS-20|PD68|-1|
104IPM|T-31-254-NS-25|PD1449|-1|
104IPM|T-31-254-NS-30|PD69|-1|
104IPM|T-31-254-NS-35|PD70|-1|
104IPM|T-31-254-NS-40|PD71|-1|
104IPM|T-31-254-NS-45|PD72|-1|
104IPM|T-31-254-NS-50|PD73|-1|
104IPM|T-31-254-NS-52|PD1417|-1|
104IPM|T-31-254-NS-55|PD74|-1|
104IPM|E-31-254-NS-60|PD75|-1|
104IPM|T-33-264-NS-5|PE7|-1|
104IPM|T-33-264-NS-10|PE8|-1|
104IPM|T-33-264-NS-15|PE9|-1|
104IPM|T-33-264-NS-20|PE10|-1|
104IPM|T-33-264-NS-25|PE11|-1|
104IPM|T-33-264-NS-30|PE12|-1|
104IPM|T-33-264-NS-35|PE13|-1|
104IPM|T-33-264-NS-40|PE14|-1|
104IPM|T-33-264-NS-45|PE15|-1|
104IPM|T-33-264-NS-50|PE16|-1|
104IPM|T-33-264-NS-55|PE17|-1|
104IPM|T-33-264-NS-60|PE18|-1|
104IPM|T-33-264-NS-65|PE19|-1|
104IPM|T-33-264-NS-70|PE20|-1|
104IPM|T-33-264-NS-75|PE21|-1|
104IPM|T-33-264-NS-80|PE22|-1|
104IPM|T-34-269-NS-10|PF1|-1|
104IPM|T-34-269-NS-15|PF2|-1|
104IPM|T-34-269-NS-20|PF3|-1|
104IPM|T-34-269-NS-30|PF4|-1|
104R|T-34-269-SN-5|PF5|102|
104R|T-34-269-SN-7|PF829|414|
104R|T-34-269-SN-10|PF6|630|
104R|T-34-269-SN-20|PF7|1202|
104R|T-34-269-SN-30|PF8|1749|
104R|T-34-269-SN-35|PF9|2051|
104R|T-34-269-SN-40|PF10|2369|
104R|T-34-269-SN-45|PF11|2645|
104R|T-34-269-SN-50|PF12|2937|
104R|T-34-269-SN-55|PF13|3340|
104R|T-34-269-SN-65|PF15|3949|
104R|T-33-264-SN-5|PE23|4424|
104R|T-33-264-SN-10|PE24|4879|
104R|T-33-264-SN-15|PE25|5390|
104R|T-33-264-SN-25|PE26|5951|
104R|T-33-264-SN-30|PE27|6252|
104R|T-33-264-SN-35|PE28|6633|
104R|T-33-264-SN-40|PE29|6948|
104R|T-33-264-SN-45|PE1287|7178|
104R|T-33-264-SN-47|PE1383|7363|
104R|T-33-264-SN-50|PE30|7542|
104R|T-33-264-SN-55|PE31|7793|
104R|T-33-264-SN-60|PE32|8120|
104R|E-32-254-SN-5|PD85|8794|
104R|T-31-254-SN-10|PD147|9219|
104R|T-31-254-SN-13|PD87|9644|
104R|T-31-254-SN-15|PD148|9821|
104R|T-31-254-SN-20|PD149|10129|
104R|T-31-254-SN-25|PD88|10385|
104R|T-31-254-SN-30|PD89|10788|
104R|T-31-254-SN-33|PD1428|11094|
104R|T-31-254-SN-35|PD90|11426|
104R|T-31-254-SN-40|PD91|11658|
104R|T-31-254-SN-45|PD92|12018|
104R|T-31-254-SN-50|PD93|12318|
104R|T-31-254-SN-55|PD94|12624|
104R|T-31-254-SN-60|PD95|12952|
104R|T-18-159-SN-5|PD96|13265|
104R|T-18-159-SN-10|PD97|13476|
104R|T-18-159-SN-15|PD98|13721|
104R|T-18-159-SN-20|PD99|13940|
104R|T-18-159-SN-25|PD100|14291|
104R|T-18-159-SN-30|PD101|14575|
104R|T-18-159-SN-37|PD235|14968|
104R|E-18-152-SN-5|PD103|15123|
104R|T-18-152-SN-10|PD104|15407|
104R|T-18-152-SN-15|PD237|15705|
104R|T-18-155-SN-5|PD106|16045|
104R|T-14-123-SN-5|PC29|16585|
104R|T-14-123-SN-10|PC30|16848|
104R|T-14-123-SN-15|PC31|17106|
104R|T-14-123-SN-20|PC32|17469|
104R|T-14-123-SN-30|PC33|17905|
104R|T-14-123-SN-35|PC34|18230|
104R|T-14-123-SN-40|PC35|18614|
104R|T-14-123-SN-45|PC36|18864|
104R|T-14-128-OP-13|PC37|19299|
105I|L-5-38-15-NS|PB1520|0|
105I|L-5-23-15-PO|PB1517|0|
105I|L-5-23-20-PO|PB1518|0|
105I|L-5-5-100-SN|PB1521|0|
105I|L-5-5-5-PO|PB1060|145|
105I|L-5-5-7-PO|PB1661|363|
105I|L-5-5-10-PO|PB1660|533|
105I|L-5-5-15-PO|PB1061|668|
105I|L-5-30-5-NS|PB1644|1055|
105I|L-5-30-10-NS|PB787|1192|
