stop_code;stop_name;stop_lat;stop_lon
PA491;PA491 - San Francisco / Av. 10 De Julio;-33.45360341;-70.646069
PA492;PA492 - San Diego / Av. 10 De Julio;-33.45400935;-70.649704
PA493;PA493 - Nataniel Cox / Av. 10 De Julio;-33.45433331;-70.652168
PA541;PA541 - Parada 5 / (M) Franklin;-33.47633235;-70.649338
PA495;PA495 - Chiloé / Arauco;-33.47199541;-70.645525
PA496;PA496 - Santa Rosa / Arauco;-33.47177547;-70.642359
PA497;PA497 - San Isidro / Arauco;-33.47160351;-70.639535
PA498;PA498 - Santiago Concha / Arauco;-33.47145755;-70.637076
PA499;PA499 - Sierra Bella / Arauco;-33.4712366;-70.633396
PA500;PA500 - Ñuble / Lira;-33.46845962;-70.63312867
PA501;PA501 - Av. Portugal / Ñuble;-33.46784372;-70.63042326
PA502;PA502 - Av. Vicuña Mackenna / Ñuble;-33.46747971;-70.626774
PD835;PD835 - Lo Encalada / Carlos Dittborn;-33.4666908;-70.62236794
PD836;PD836 - Ob. Orrego / Carlos Dittborn;-33.46636481;-70.620072
PD837;PD837 - Los Jazmines / Carlos Dittborn;-33.46616384;-70.618494
PD838;PD838 - Av. Marathon / Carlos Dittborn;-33.46575089;-70.615158
PD651;PD651 - Calle 2 / Av. Marathon;-33.4675029;-70.614192
PD652;PD652 - Guillermo Mann / Av. Marathon;-33.4703099;-70.614039
PD839;PD839 - Av. Zañartu / Av. Marathon;-33.47250398;-70.61395941
PD840;PD840 - Rodrigo De Araya / Av. Marathon;-33.4741999;-70.613855
PD841;PD841 - Castillo Urizar / Rodrigo De Araya;-33.47454196;-70.61026
PD842;PD842 - Av. Pedro De Valdivia / Rodrigo De Araya;-33.47414401;-70.606565
PD843;PD843 - Las Dalias / Rodrigo De Araya;-33.47396123;-70.60304191
PD844;PD844 - E. Fernández / Rodrigo De Araya;-33.47386868;-70.60139097
PD845;PD845 - Parada 3 / Colegio San Marcos;-33.47375413;-70.599068
PD846;PD846 - Brown Sur / Rodrigo De Araya;-33.47375718;-70.595111
PD847;PD847 - Santa Julia / Rodrigo De Araya;-33.47390123;-70.592311
PD596;PD596 - Lo Plaza / Rodrigo De Araya;-33.47446729;-70.588071
PD848;PD848 - Alejandro Ávalos / Rodrigo De Araya;-33.47360433;-70.584632
PD849;PD849 - Ramón Cruz / Rodrigo De Araya;-33.47256437;-70.58213
PD850;PD850 - Pasaje 35 / Rodrigo De Araya;-33.4716014;-70.580274
PD851;PD851 - Parada 6 / (M) Grecia;-33.47024644;-70.57771
PD852;PD852 - Parada 1 / Delta - Av. Grecia;-33.47003156;-70.57306751
PD853;PD853 - Parada 5 / Los Molineros - Av. Grecia;-33.47065854;-70.569992
PD854;PD854 - El Desierto / Alejandro Sepúlveda;-33.4715096;-70.56872721
PD855;PD855 - Llanura / Alejandro Sepúlveda;-33.47359959;-70.567199
PD856;PD856 - Altiplano / Alejandro Sepúlveda;-33.47562961;-70.565709
PD859;PD859 - Av. Tobalaba / Alejandro Sepúlveda;-33.47775871;-70.557807
PE1321;PE1321 - Los Verdales / Av. Departamental;-33.51181634;-70.5589401
PE273;PE273 - Los Nogales / Av. Departamental;-33.51196978;-70.55689175
PE274;PE274 - Los Cerezos / Av. Departamental;-33.51213177;-70.553758
PE275;PE275 - Las Perdices / Av. Departamental;-33.51230083;-70.549295
PE276;PE276 - Altos De La Arboleda;-33.51252787;-70.54583
PE277;PE277 - Alto Macul / Av. Departamental;-33.51251991;-70.542396
PD1393;PD1393 - Bosques Nativos / Av. Departamental;-33.51242306;-70.54272196
PD861;PD861 - Altos De La Arboleda;-33.51241287;-70.545942
PD862;PD862 - De La Arboleda / Av. Departamental;-33.51225783;-70.548629
PD615;PD615 - Los Cerezos / Av. Departamental;-33.51210979;-70.552051
PD616;PD616 - Los Nogales / Av. Departamental;-33.51193118;-70.55590886
PD617;PD617 - Fontecilla / Av. Departamental;-33.51168268;-70.559639
PD619;PD619 - Quebrada De Macul / Av. Tobalaba;-33.50688566;-70.56094
PD866;PD866 - Altiplano / Alejandro Sepúlveda;-33.47578961;-70.565451
PD867;PD867 - Llanura / Alejandro Sepúlveda;-33.47373559;-70.566995
PD868;PD868 - El Desierto / Alejandro Sepúlveda;-33.47167162;-70.56853419
PD869;PD869 - Av. Grecia / Los Molineros;-33.47099556;-70.568657
PD870;PD870 - Parada 2 / Fraternidad - Av. Grecia;-33.47014153;-70.570831
PD871;PD871 - Parada 6 / Cruz Almeyda - Av. Grecia;-33.46981651;-70.57237
PD872;PD872 - Parada 2 / (M) Grecia;-33.46925902;-70.57539507
PD873;PD873 - Pasaje 36 / Rodrigo De Araya;-33.47029709;-70.57843361
PD874;PD874 - Ramón Cruz / Rodrigo De Araya;-33.47203613;-70.58179836
PD569;PD569 - Nueva / Rodrigo De Araya;-33.47317213;-70.58412407
PD570;PD570 - Alc. J. Monckeberg / Rodrigo De Araya;-33.4734553;-70.58658333
PD875;PD875 - Santa Julia / Rodrigo De Araya;-33.47362977;-70.59185595
PD876;PD876 - Brown Sur / Rodrigo De Araya;-33.47347419;-70.594823
PD877;PD877 - Parada 4 / Colegio San Marcos;-33.47362389;-70.59854294
PD878;PD878 - Las Dalias / Rodrigo De Araya;-33.47382808;-70.602479
PD879;PD879 - Av. Pedro De Valdivia / Rodrigo De Araya;-33.47401508;-70.60602594
PD880;PD880 - Castillo Urizar / Rodrigo De Araya;-33.47418382;-70.60965755
PD881;PD881 - Av. Marathon / Rodrigo De Araya;-33.47435209;-70.6131469
PD882;PD882 - Francisco Meneses / Rodrigo De Araya;-33.47445787;-70.615941
PD883;PD883 - Av. Zañartu / Francisco Meneses;-33.47337987;-70.616312
PD884;PD884 - Guillermo Mann / Francisco Meneses;-33.47121787;-70.616482
PD653;PD653 - Calle 6 / Guillermo Mann;-33.47081683;-70.618642
PD654;PD654 - Lo Encalada / Guillermo Mann;-33.4709348;-70.620928
PD655;PD655 - Parada 4 / Paradero 1 Vicuña Mackenna;-33.47146576;-70.623541
PA503;PA503 - Ñuble / Av. Portugal;-33.46742366;-70.630418
PA504;PA504 - Arauco / Av. Portugal;-33.47019166;-70.629664
PA505;PA505 - Sierra Bella / Franklin;-33.47218062;-70.632786
PA506;PA506 - Carmen / Franklin;-33.47235661;-70.63533498
PA507;PA507 - San Isidro / Franklin;-33.47264459;-70.6390569
PA508;PA508 - Santa Rosa / Franklin;-33.47283147;-70.641833
PA509;PA509 - San Diego / Franklin;-33.47316738;-70.647934
PD886;PD886 - El Almendral / Av. Los Presidentes;-33.48541955;-70.56058333
PD887;PD887 - Río Chanlelfú / Caracas;-33.48183057;-70.56693333
PD888;PD888 - Lago Riñihue / Caracas;-33.48131392;-70.56669722
PD889;PD889 - Venezuela / Caracas;-33.4793146;-70.566058
PD890;PD890 - El Valle / Caracas;-33.4782836;-70.565732
PD530;PD530 - Parada 3 / Pedagógico;-33.46470116;-70.59745399
PD892;PD892 - Av. Grecia / Ignacio Carrera Pinto;-33.46603419;-70.594383
PD893;PD893 - Premio Nobel / Ignacio Carrera Pinto;-33.46937723;-70.592282
PD894;PD894 - Santa Julia / Ignacio Carrera Pinto;-33.47115325;-70.590737
PD895;PD895 - Rodrigo De Araya / Ignacio Carrera Pinto;-33.47325128;-70.588896
PD597;PD597 - Max Jara / Lo Plaza;-33.47694629;-70.588194
PD598;PD598 - Los Olmos / Lo Plaza;-33.47969131;-70.58866932
PD599;PD599 - Los Plátanos / El Líbano;-33.48261427;-70.58881
PD600;PD600 - Av. Quilín / El Líbano;-33.48601726;-70.58978
PD601;PD601 - Luis Valenzuela A. / El Líbano;-33.48976125;-70.590636
PD602;PD602 - Arturo Gonzálvez / El Líbano;-33.49110225;-70.590702
PD603;PD603 - Jorge González / El Líbano;-33.49353024;-70.591376
PD604;PD604 - Augusto Winter / El Líbano;-33.49529123;-70.592003
PD605;PD605 - Mundo Sport;-33.49710522;-70.592275
PD606;PD606 - Dr. Amador Neghme / El Líbano;-33.49889122;-70.592518
PD896;PD896 - Juan Vagyinka E. / El Líbano;-33.50015322;-70.592904
PD897;PD897 - Av. Macul / El Líbano;-33.5018012;-70.594033
PD898;PD898 - R. Toro Ibáñez / Las Golondrinas;-33.50175912;-70.59711706
PD899;PD899 - Los Gorriones / Ramón Toro Ibáñez;-33.50287815;-70.597627
PD900;PD900 - Las Codornices / Ramón Toro Ibáñez;-33.50450514;-70.597936
PD901;PD901 - Los Pelícanos / Ramón Toro Ibáñez;-33.50734735;-70.59853286
PD902;PD902 - Av. Departamental / Ramón Toro Ibáñez;-33.50882713;-70.598819
PD3;PD3 - Froilán Roa / Av. Departamental;-33.50901209;-70.601321
PE479;PE479 - Froilán Roa / Mirador Azul;-33.51167908;-70.60177
PE819;PE819 - Machu Pichu / Mirador Azul;-33.51188414;-70.59778
PE820;PE820 - Nueva 1 / Mirador Azul;-33.51212019;-70.594404
PE827;PE827 - El Parque / Nueva 1;-33.51391184;-70.59442565
PE804;PE804 - Av. Vespucio / El Parque;-33.51454422;-70.592559
PE1391;PE1391 - Av. Vicuña Mackenna / Filomena Soto;-33.52088314;-70.598309
PE1282;PE1282 - Eim Bellavista De La Florida;-33.51902413;-70.598437
PE1304;PE1304 - Parada 3 / (M) Vicuña Mackenna;-33.51930955;-70.59684186
PE1333;PE1333 - Froilán Lagos / Froilán Roa;-33.51394388;-70.60051402
PE1332;PE1332 - Mirador Azul / Froilán Roa;-33.51182359;-70.60127207
PE1334;PE1334 - Av. Departamental / Froilán Roa;-33.50957252;-70.60198353
PD906;PD906 - Los Zorzales / Fabriciano González;-33.50888515;-70.597166
PD907;PD907 - Las Loicas / Fabriciano González;-33.50729016;-70.596838
PD908;PD908 - Las Codornices / Fabriciano González;-33.50519517;-70.596437
PD909;PD909 - Los Cuervos / Fabriciano González;-33.50275917;-70.595941
PD910;PD910 - Av. Macul / Las Golondrinas;-33.50223019;-70.594666
PD911;PD911 - El Parque / El Líbano;-33.50030115;-70.59278693
PD912;PD912 - Dr. Amador Neghme / El Líbano;-33.49951823;-70.592526
PD630;PD630 - Mundo Sport;-33.49713323;-70.592103
PD631;PD631 - Campo Lindo / El Líbano;-33.49564223;-70.591964
PD632;PD632 - Luis Durand / El Líbano;-33.49367424;-70.591311
PD633;PD633 - Arturo Gonzálvez / El Líbano;-33.49156025;-70.590651
PD634;PD634 - Luis Valenzuela A. / El Líbano;-33.49023225;-70.590564
PD635;PD635 - Av. Quilín / El Líbano;-33.48652226;-70.589789
PD636;PD636 - Los Plátanos / El Líbano;-33.48317628;-70.58894
PD637;PD637 - Los Olmos / El Líbano;-33.48019928;-70.588545
PD638;PD638 - Max Jara / Lo Plaza;-33.47738829;-70.588086
PD913;PD913 - Pasaje 144 / Ignacio Carrera Pinto;-33.47238953;-70.58939295
PD914;PD914 - Juan Moya / Ignacio Carrera Pinto;-33.47138626;-70.590269
PD915;PD915 - Premio Nobel / Ignacio Carrera Pinto;-33.46908023;-70.59228
PD916;PD916 - Chiuchiu / Ignacio Carrera Pinto;-33.4658292;-70.594163
PD1390;PD1390 - Parada 6 / Pedagógico;-33.46444098;-70.5979519
PD1294;PD1294 - Ricardo Lyon / Simón Bolívar;-33.45003307;-70.6026
PD1295;PD1295 - Av. Suecia / Simón Bolívar;-33.4497621;-70.600723
PD917;PD917 - Los Piuquenes / Río Claro;-33.47547003;-70.534065
PD918;PD918 - Salomón Corvalán / Río Claro;-33.47710245;-70.53450134
PD919;PD919 - Calle 3 / Av. Las Perdices;-33.47964801;-70.534852
PD920;PD920 - Antupirén / Av. Las Perdices;-33.482795;-70.535978
PD926;PD926 - El Valle / Consistorial;-33.48307686;-70.546483
PD927;PD927 - Francisco Otta / Consistorial;-33.48518684;-70.548177
PD928;PD928 - Los Presidentes / Consistorial;-33.48880782;-70.54972
PD929;PD929 - Matías Cousiño / Av. Los Presidentes;-33.48707975;-70.555264
PD930;PD930 - S. Fontecilla / Av. Los Presidentes;-33.48637372;-70.557528
PD933;PD933 - Istmo / El Valle;-33.47558847;-70.575613
PD934;PD934 - Av. Vespucio / El Valle;-33.47523744;-70.577272
PD661;PD661 - Amanda Labarca / Ramón Cruz;-33.47411438;-70.581723
PD662;PD662 - Enrique Molina / Ramón Cruz;-33.47693985;-70.58240928
PD663;PD663 - I. Carrera P. / Ramón Cruz;-33.47881736;-70.58306
PD935;PD935 - Siria / Los Olmos;-33.47997235;-70.58527122
PD936;PD936 - Lo Plaza / Los Olmos;-33.47983987;-70.58827788
PD1389;PD1389 - Chinchorro / Los Olmos;-33.47975746;-70.59071054
PD937;PD937 - Santa Julia / Los Olmos;-33.47967762;-70.59263577
PD938;PD938 - Brown Sur / Los Olmos;-33.47957528;-70.59515865
PD939;PD939 - Av. Macul / Los Olmos;-33.47944013;-70.598752
PD940;PD940 - E. Fernández / Los Olmos;-33.47935509;-70.601187
PD941;PD941 - Las Dalias / Los Olmos;-33.47929808;-70.602672
PD942;PD942 - Av. Pedro De Valdivia / Los Olmos;-33.47918503;-70.6056
PD943;PD943 - Joaquín Rodríguez / Los Espinos;-33.47697202;-70.606628
PD944;PD944 - Urizar / Los Espinos;-33.4771101;-70.60939246
PD945;PD945 - 9 Norte / Castillo Urízar;-33.47987297;-70.609916
PD946;PD946 - Los Plátanos / Castillo Urízar;-33.48239897;-70.609737
PD947;PD947 - Av. Marathon / Los Plátanos;-33.48311012;-70.612538
PD948;PD948 - Quilín / Av. Marathon;-33.48502792;-70.61308
PD949;PD949 - Til Til / Av. Quilín;-33.48543226;-70.61577997
PD950;PD950 - Parada 6 / (M) Carlos Valdovinos;-33.48575283;-70.618689
PH429;PH429 - Av. Haydn / Juan Sebastián Bach;-33.47957073;-70.625423
PH430;PH430 - Stravinsky / Juan Sebastián Bach;-33.4800317;-70.627832
PH431;PH431 - Lira / Juan Sebastián Bach;-33.48054356;-70.62999005
PA706;PA706 - San Francisco / Bío Bío;-33.47463143;-70.64397
PD1387;PD1387 - Parada 3 / (M) Camino Agrícola;-33.49153485;-70.61686301
PD951;PD951 - Arturo Prat / Av. Escuela Agrícola;-33.49133489;-70.615112
PD952;PD952 - Gral. Baquedano / Av. Escuela Agrícola;-33.49112393;-70.612759
PD953;PD953 - Los Tuliperos / Av. Marathon;-33.48803194;-70.611751
PD954;PD954 - Quilín / Av. Marathon;-33.48548593;-70.612577
PD955;PD955 - Los Plátanos / Av. Marathon;-33.48348392;-70.612699
PD956;PD956 - Urizar / Los Plátanos;-33.48310596;-70.610421
PD957;PD957 - 9 Norte / Castillo Urízar;-33.47959597;-70.609838
PD958;PD958 - Los Espinos / Castillo Urízar;-33.47744197;-70.609995
PD959;PD959 - Av. Pedro De Valdivia / Los Espinos;-33.47704202;-70.606566
PD960;PD960 - Los 3 Antonios / Los Olmos;-33.47929604;-70.60468
PD961;PD961 - Las Dalias / Los Olmos;-33.47935606;-70.603145
PD962;PD962 - E. Fernández / Los Olmos;-33.47941409;-70.601626
PD963;PD963 - Av. Macul / Los Olmos;-33.47950212;-70.599327
PD964;PD964 - Brown Sur / Los Olmos;-33.47964822;-70.5956055
PD965;PD965 - Santa Julia / Los Olmos;-33.47973622;-70.593084
PD1388;PD1388 - María Etcheverry / Los Olmos;-33.47982279;-70.59075929
PD966;PD966 - El Líbano / Los Olmos;-33.47990028;-70.58884
PD967;PD967 - Siria / Los Olmos;-33.48004033;-70.585667
PD968;PD968 - Ramón Cruz / Los Olmos;-33.48012635;-70.583728
PD699;PD699 - I. Carrera P. / Ramón Cruz;-33.47949636;-70.583182
PD700;PD700 - Enrique Molina / Ramón Cruz;-33.47727437;-70.582385
PD701;PD701 - Amanda Labarca / Ramón Cruz;-33.47473438;-70.58174
PD702;PD702 - Rodrigo De Araya / Ramón Cruz;-33.47254138;-70.581673
PD969;PD969 - Afluente / Península;-33.46993848;-70.574697
PD970;PD970 - El Lago / Península;-33.47184347;-70.575306
PD971;PD971 - El Litoral / Península;-33.47348046;-70.575827
PD972;PD972 - El Valle / Península;-33.47527785;-70.5762569
PD1392;PD1392 - Venezuela / Caracas;-33.47908759;-70.566206
PD977;PD977 - Bolívar / Caracas;-33.48093159;-70.566743
PD978;PD978 - Los Presidentes / Caracas;-33.48304458;-70.567753
PD980;PD980 - Matías Cousiño / Av. Los Presidentes;-33.48712554;-70.55572489
PD981;PD981 - Consistorial / Av. Los Presidentes;-33.48889181;-70.550099
PD982;PD982 - Mar Pérsico / Consistorial;-33.48546284;-70.548187
PD983;PD983 - El Valle / Consistorial;-33.48375986;-70.546811
PD984;PD984 - Antupirén / Consistorial;-33.47956488;-70.5451
PD987;PD987 - Antupirén / Av. Las Perdices;-33.48281095;-70.53591291
PD988;PD988 - Ayuda Popular / Av. Las Perdices;-33.47973101;-70.53479
PD989;PD989 - Av. Grecia / Av. Las Perdices;-33.47921502;-70.534742
PD990;PD990 - Av. Grecia / Av. Las Perdices;-33.47797202;-70.534474
PD991;PD991 - Los Piuquenes / Río Claro;-33.47574891;-70.53404496
PD992;PD992 - Los Baqueanos / Río Claro;-33.47348516;-70.53338404
PD544;PD544 - Queb. San Pedro / Av. Grecia;-33.47892832;-70.52770555
PD545;PD545 - Los Picachos / Av. Grecia;-33.47822827;-70.53131389
PD546;PD546 - Rio Claro / Av. Grecia;-33.47780403;-70.533918
PD993;PD993 - Jaracandá / Av. Grecia;-33.47689899;-70.537031
PD994;PD994 - Tagua Tagua / Jacarandá;-33.47496199;-70.536855
PD995;PD995 - Av. Las Parcelas / Jacarandá;-33.472911;-70.536283
PD996;PD996 - Lago O'Higgins / Quebrada Camarones;-33.47002001;-70.535421
PD997;PD997 - Valle Hermoso / Quebrada Camarones;-33.46707503;-70.533976
PD998;PD998 - Av. José Arrieta / Quebrada Camarones;-33.46524204;-70.533174
PD999;PD999 - Salas Del Carmen / Mamiña;-33.45667301;-70.534857
PD1000;PD1000 - Pasaje 4 / Andacollo;-33.45475804;-70.53649244
PD1001;PD1001 - Nva. Larraín / Andacollo;-33.452589;-70.536257
PD1003;PD1003 - C. Silva Vildósola / Valenzuela Llanos;-33.44082903;-70.533721
PD1004;PD1004 - 23 De Febrero / Av. Padre Hurtado;-33.43798102;-70.53643514
PD1005;PD1005 - Helsby / Av. Padre Hurtado;-33.43513931;-70.53720555
PD1006;PD1006 - Valenzuela Puelma / Av. Padre Hurtado;-33.43367615;-70.53777917
PC975;PC975 - Portal La Reina;-33.42874651;-70.54069687
PC976;PC976 - Parque Padre Hurtado;-33.42996684;-70.54829
PC977;PC977 - Parada 2 / Rotonda Tomás Moro;-33.43022076;-70.553841
PC482;PC482 - Polobanda / Av. Bilbao;-33.43044073;-70.55637
PC483;PC483 - Huara Huara / Av. Bilbao;-33.43056968;-70.559628
PC484;PC484 - Av. Manquehue / Av. Bilbao;-33.43080262;-70.564799
PC485;PC485 - Av. Vespucio / Av. Bilbao;-33.43108048;-70.57402
PC486;PC486 - Latadía / Av. Bilbao;-33.43121943;-70.578279
PD1377;PD1377 - S. Fontecilla / Eliecer Parada;-33.43328238;-70.581991
PD476;PD476 - Eliecer Parada / Av. Bilbao;-33.4316078;-70.58107869
PD477;PD477 - Emma Valderrama / Av. Bilbao;-33.43146742;-70.578853
PD478;PD478 - Av. Ossa / Av. Bilbao;-33.43133207;-70.57510763
PD479;PD479 - Av. Manquehue / Av. Bilbao;-33.43106861;-70.565321
PD480;PD480 - Mons. Edwards / Av. Bilbao;-33.43082068;-70.560235
PD481;PD481 - Parada 1 / Rotonda Tomás Moro;-33.43058364;-70.55500494
PD1007;PD1007 - Parque Padre Hurtado;-33.42999485;-70.547486
PD1008;PD1008 - Portal La Reina;-33.42915295;-70.539663
PD1009;PD1009 - Valenzuela Puelma / Av. Padre Hurtado;-33.43320997;-70.538315
PD1010;PD1010 - Helsby / Av. Padre Hurtado;-33.43539598;-70.537323
PD1011;PD1011 - 23 De Febrero / Av. Padre Hurtado;-33.43747099;-70.536742
PD1020;PD1020 - Quebrada De Vitor / Av. José Arrieta;-33.46518703;-70.53214999
PD1021;PD1021 - Valle Hermoso / Quebrada Camarones;-33.46661178;-70.53388291
PD1022;PD1022 - Lago O'Higgins / Quebrada Camarones;-33.46972;-70.535418
PD1023;PD1023 - Av. Las Parcelas / Quebrada Camarones;-33.472546;-70.536191
PD1024;PD1024 - Tagua Tagua / Jacarandá;-33.47463764;-70.53685826
PD1025;PD1025 - Av. Grecia / El Acueducto;-33.47664925;-70.53743311
PD541;PD541 - Los Araucanos / Av. Grecia;-33.47816205;-70.532074
PD542;PD542 - Pablo Neruda / Av. Grecia;-33.4789111;-70.528477
PD1027;PD1027 - C. De Iquique / Av. José Arrieta;-33.4642121;-70.53550299
PD1028;PD1028 - Consistorial / Av. José Arrieta;-33.46328596;-70.538725
PD1032;PD1032 - Gral. Gorostiaga / Pdte. Battle Y Ordóñez;-33.45303137;-70.582513
PD1033;PD1033 - Montenegro / Pdte. Battle Y Ordóñez;-33.45150833;-70.585093
PD1034;PD1034 - Pedro Torres / Pdte. Battle Y Ordóñez;-33.45005529;-70.588082
PD1035;PD1035 - Simón Bolívar / Pdte. Battle Y Ordóñez;-33.4486834;-70.59096429
PC979;PC979 - Regina Pacis / Av. Jaime Guzmán E.;-33.44684388;-70.59432267
PC980;PC980 - Holanda / Av. Jaime Guzmán E.;-33.44543176;-70.59677156
PD1267;PD1267 - Ricardo Lyon / Sucre;-33.44821917;-70.60212642
PD1268;PD1268 - Av. Pedro De Valdivia / Sucre;-33.44858959;-70.60518662
PD1269;PD1269 - Hernán Cortés / Sucre;-33.44849997;-70.609994
PC1103;PC1103 - Parada 7 / (M) Manuel Montt;-33.43035766;-70.61937947
PD1291;PD1291 - Hosp. De Carabineros;-33.45103297;-70.610069
PD1293;PD1293 - Av. Pedro De Valdivia / Simón Bolívar;-33.45046203;-70.605593
PD1036;PD1036 - Hernán Cortés / Av. Jaime Guzmán E.;-33.44589681;-70.59649266
PD1037;PD1037 - Regina Pacis / Av. Jaime Guzmán E.;-33.44681824;-70.59471333
PD1038;PD1038 - Simón Bolívar / Av. Jaime Guzmán E.;-33.44826999;-70.59197699
PD1039;PD1039 - Pedro Torres / Pdte. Battle Y Ordóñez;-33.44987928;-70.588736
PD1040;PD1040 - Montenegro / Pdte. Battle Y Ordóñez;-33.45142233;-70.585524
PD1041;PD1041 - Gral. Gorostiaga / Pdte. Battle Y Ordóñez;-33.45301014;-70.58276191
PD816;PD816 - Av. Irarrázaval / Pdte. Battle Y Ordóñez;-33.45429348;-70.58060204
PD1047;PD1047 - Queb. Camarones / Av. José Arrieta;-33.46499504;-70.533334
PH1503;PH1503 - Parada 4 / (M) Carlos Valdovinos;-33.48737383;-70.619011
PD1154;PD1154 - Castillo Urizar / Av. Escuela Agrícola;-33.49090497;-70.609819
PD1155;PD1155 - Av. Pedro De Valdivia / Av. Escuela Agrícola;-33.49067201;-70.606738
PD1307;PD1307 - Armando Moock / Luis Valenzuela;-33.48978714;-70.598247
PD1308;PD1308 - Paipote / Luis Valenzuela;-33.48985953;-70.59620293
PD1309;PD1309 - Arturo Gordon / Luis Valenzuela;-33.48999622;-70.59281
PD1310;PD1310 - El Líbano / Luis Valenzuela;-33.49006725;-70.590739
PD1311;PD1311 - Ramón Cruz / Luis Valenzuela;-33.4896793;-70.587254
PD1312;PD1312 - Av. Quilín / Ramón Cruz;-33.48733131;-70.586007
PD668;PD668 - Evangelistas / Av. Quilín;-33.48785434;-70.584836
PD1440;PD1440 - Avenida Quilín Esq. / Sn. Vicente De Paul;-33.48844538;-70.58325564
PD669;PD669 - San Lucas / San Vicente De Paul;-33.49085733;-70.584902
PD670;PD670 - P. San Vicente / San Vicente De Paul;-33.49296138;-70.58642984
PD671;PD671 - Eduardo Fabini / San Vicente De Paul;-33.49454162;-70.5874899
PD672;PD672 - Campo Lindo / San Vicente De Paul;-33.49606232;-70.58854988
PD673;PD673 - Cuadro Verde / San Vicente De Paul;-33.49770984;-70.58971663
PD674;PD674 - Av. Las Torres / San Vicente De Paul;-33.49915825;-70.59076
PD607;PD607 - Juan Jofré / Dr. Amador Neghme R.;-33.49982425;-70.590002
PD608;PD608 - El Bosque / Av. Las Torres;-33.50089144;-70.58430833
PD1396;PD1396 - Central / Av. Las Torres;-33.50121333;-70.58264708
PD609;PD609 - Nevado Incahuasi / Av. Las Torres;-33.50176941;-70.579678
PD610;PD610 - Av. Los Mares / Av. Las Torres;-33.50235845;-70.576559
PD1053;PD1053 - Los Torneros / Av. Las Torres;-33.5030125;-70.573219
PD611;PD611 - Balmaceda / Av. Las Torres;-33.50353353;-70.570795
PD612;PD612 - Los Arrieros / Av. Las Torres;-33.50422658;-70.567174
PD613;PD613 - Los Mimbreros / Av. Las Torres;-33.50473862;-70.564473
PD1054;PD1054 - El Archipiélago / Altiplano;-33.47500762;-70.56405
PD1055;PD1055 - El Continente / Altiplano;-33.47368163;-70.56335
PD1056;PD1056 - Parada 6 / Ictinos - Av. Grecia;-33.47221764;-70.562888
PI1272;PI1272 - Calle 37 / Ictinos;-33.47081165;-70.562432
PD486;PD486 - Dip. L. Rodríguez / Ictinos;-33.46948466;-70.561901
PD487;PD487 - Oriental / Ictinos;-33.46717367;-70.560965
PD1060;PD1060 - Calle 1 / Dip. Laura Rodríguez;-33.46100193;-70.541201
PD1061;PD1061 - Talinay / Dip. Laura Rodríguez;-33.45868208;-70.54092497
PD1063;PD1063 - Pasaje 6 / Toconao;-33.457195;-70.536386
PD1113;PD1113 - Quebrada De Tana / Álvaro Casanova;-33.47189515;-70.524249
PD1114;PD1114 - Diag. Las Torres / Álvaro Casanova;-33.47641814;-70.525226
PD1366;PD1366 - Calle 9B / Dip. Laura Rodríguez;-33.47005469;-70.559244
PD1367;PD1367 - Andrea López / Dip. Laura Rodríguez;-33.47081573;-70.556532
PD1365;PD1365 - Av. Tobalaba / Dip. Laura Rodríguez;-33.47144576;-70.554226
PD1438;PD1438 - Diagonal Las Torres /Álvaro Casanova;-33.47645891;-70.52500833
PD1092;PD1092 - Arboretum Sur / Álvaro Casanova;-33.47417714;-70.524605
PD1093;PD1093 - Las Vertientes / Álvaro Casanova;-33.46993716;-70.523729
PD1077;PD1077 - Toconao / Chapilca;-33.45687499;-70.536543
PD1078;PD1078 - Talinay / Toconao;-33.45848699;-70.536671
PD1080;PD1080 - Calle 1 / Dip. Laura Rodríguez;-33.46078793;-70.541318
PD1081;PD1081 - Pasaje 7 / Dip. Laura Rodríguez;-33.46227593;-70.5415
PD514;PD514 - Dip. L. Rodríguez / Ictinos;-33.46908766;-70.561831
PD515;PD515 - Parada 5 / Ictinos - Av. Grecia;-33.47155171;-70.56280662
PD1085;PD1085 - Llanura / Altiplano;-33.47349163;-70.56338
PD1086;PD1086 - Muzos / Altiplano;-33.47500562;-70.564279
PD1087;PD1087 - A. Sepúlveda / Altiplano;-33.4755576;-70.565366
PD621;PD621 - Los Talladores / Av. Las Torres;-33.50387157;-70.567922
PD622;PD622 - Calle 461 / Av. Las Torres;-33.50348354;-70.569975
PD623;PD623 - Calle 1 / Av. Las Torres;-33.50296651;-70.572435
PD624;PD624 - Los Cerezos / Av. Las Torres;-33.5027285;-70.57357
PD625;PD625 - Av. Los Mares / Av. Las Torres;-33.50220221;-70.57627098
PD626;PD626 - Calle 414 / Av. Las Torres;-33.50158641;-70.579569
PD627;PD627 - El Torreón / Av. Las Torres;-33.50103437;-70.582486
PD628;PD628 - Av. Vespucio / Av. Las Torres;-33.50053208;-70.58479196
PD629;PD629 - San Vicente De P. / Dr. Amador Neghme R.;-33.49950625;-70.59055
PD689;PD689 - Cuadro Verde / San Vicente De Paul;-33.49797926;-70.589769
PD690;PD690 - Campo Lindo / San Vicente De Paul;-33.49651027;-70.588723
PD691;PD691 - 1 Oriente / San Vicente De Paul;-33.49487529;-70.587599
