stop_code;stop_name;stop_lat;stop_lon
PI150;PI150 - República / Camino A Rinconada;-33.50951124;-70.766965
PI151;PI151 - Av. De La Victoria / Camino A Rinconada;-33.50908866;-70.76904357
PI152;PI152 - Parada 2 / Hosp. Maipú;-33.50902434;-70.77248055
PI153;PI153 - Colegio P. Mekis;-33.51005035;-70.77558792
PI154;PI154 - Grecia / Av. El Olimpo;-33.51266007;-70.775545
PI155;PI155 - San José / Av. El Olimpo;-33.51573607;-70.775492
PI156;PI156 - Av. Portales / Av. El Olimpo;-33.51787907;-70.775458
PI157;PI157 - Av. Sur / Av. El Olimpo;-33.52122807;-70.775401
PI158;PI158 - Av. Nueva San Martín / Av. El Olimpo;-33.52421321;-70.77546361
PI159;PI159 - Montecarlo / Av. El Olimpo;-33.52686905;-70.77516559
PI160;PI160 - A. Silva Carvallo / Av. El Olimpo;-33.53005013;-70.772883
PI161;PI161 - Arturo Godoy / A. Silva Carvallo;-33.53230906;-70.776233
PI513;PI513 - Andrés Bello / A. Silva Carvallo;-33.53297601;-70.778458
PI162;PI162 - Cerro Blanco / Pdte. González Videla;-33.53457496;-70.78452067
PI163;PI163 - Cabo De Hornos / Pdte. González Videla;-33.53572185;-70.786258
PI164;PI164 - Av. 4 Poniente / Pdte. González Videla;-33.53696982;-70.788036
PI165;PI165 - Pdte. Balmaceda / Av. 4 Poniente;-33.53868584;-70.786541
PI166;PI166 - René Olivares / Av. 4 Poniente;-33.53994088;-70.785111
PI1578;PI1578 - O. Pérez Freire / René Olivares;-33.54070006;-70.78585465
PI564;PI564 - Volcán Quizapu / René Olivares;-33.54167683;-70.787263
PB1062;PB1062 - Máximo Humbser / Brasil;-33.40083371;-70.743501
PB1063;PB1063 - Germán Tenderini / Brasil;-33.39957577;-70.73971
PB1064;PB1064 - Camino Lo Boza / Brasil;-33.40066084;-70.736169
PB1065;PB1065 - Cerro Colorado / Camino Lo Boza;-33.4015469;-70.73272
PJ97;PJ97 - Parada 2 / (M) Gruta De Lourdes;-33.43805266;-70.691005
PJ52;PJ52 - Parada 3 / Basílica De Lourdes;-33.43716873;-70.686924
PJ53;PJ53 - Parada 1 / Matucana - San Pablo;-33.43600392;-70.68097127
PJ54;PJ54 - Santo Domingo / Av. Matucana;-33.43795084;-70.680222
PA1;PA1 - Parada 6 / (M) Quinta Normal;-33.4401169;-70.68002107
PA599;PA599 - Parada 4 / Hosp. San Juan De Dios;-33.44268785;-70.679805
PA2;PA2 - Erasmo Escala / Chacabuco;-33.44691133;-70.67822579
PA3;PA3 - Parada 10 / (M) Estación Central;-33.44952778;-70.6780123
PI169;PI169 - Parada 5 / (M) Estación Central;-33.45207254;-70.67800892
PI170;PI170 - Gorbea / Exposición;-33.45497688;-70.678206
PI171;PI171 - Blanco Encalada / Exposición;-33.45768688;-70.67839
PI172;PI172 - Vega Poniente;-33.46127987;-70.678651
PI173;PI173 - Iquique / Exposición;-33.46367387;-70.678805
PI174;PI174 - Antofagasta / Exposición;-33.46644188;-70.67901486
PI175;PI175 - Parada 1 / Plaza Melipilla;-33.46911631;-70.67913991
PI176;PI176 - Buzeta / Av. Pedro Aguirre Cerda;-33.47132781;-70.682128
PI177;PI177 - Hipólito Villegas / Av. Pedro Aguirre Cerda;-33.473397;-70.68492605
PI178;PI178 - Manuel Chacón / Av. Pedro Aguirre Cerda;-33.47624969;-70.688806
PI179;PI179 - Av. Carlos Valdovinos / Av. Pedro Aguirre Cerda;-33.47893767;-70.69170548
PI180;PI180 - Parada 1 / Escuela P.A. Cerda;-33.48132763;-70.69394861
PI182;PI182 - Parada 2 / Plaza Del Abrazo;-33.50928008;-70.77536
PI183;PI183 - Av. 3 Poniente / Camino A Rinconada;-33.50848499;-70.779176
PI184;PI184 - Radezky / Camino A Rinconada;-33.50755194;-70.782028
PI185;PI185 - Camino A Rinconada / Av. Las Naciones;-33.5074649;-70.78428
PI186;PI186 - Océano Índico / Av. Las Naciones;-33.50961021;-70.78458055
PI187;PI187 - Chiu Chiu / Av. Las Naciones;-33.51105688;-70.784802
PI1341;PI1341 - Perquenco / Av. Las Naciones;-33.51322917;-70.78514388
PI1340;PI1340 - Las Tinajas / Av. Las Naciones;-33.51556986;-70.785577
PI189;PI189 - San José / Av. Las Naciones;-33.51683768;-70.78576752
PI190;PI190 - Av. Portales / Av. Las Naciones;-33.51818797;-70.78598092
PI191;PI191 - Quinta Vergara / Av. Portales;-33.51874372;-70.78887774
PI192;PI192 - Parada 2 / Liceo Nacional (Maipú);-33.51901875;-70.790943
PI193;PI193 - San José / Av. 4 Poniente;-33.51733975;-70.791176
PI1598;PI1598 - El Huaso / Av. 4 Poniente;-33.51477234;-70.79098741
PI194;PI194 - Agua Santa / Av. 4 Poniente;-33.51339676;-70.790734
PI195;PI195 - Chungara / Av. 4 Poniente;-33.51062235;-70.79048837
PI1574;PI1574 - José M. Borgoño / Av. 4 Poniente;-33.50891577;-70.790348
PI196;PI196 - Vicaría / Av. 4 Poniente;-33.50781585;-70.79024608
PI1493;PI1493 - Santo Padre / Camino A Rinconada;-33.50545684;-70.79080306
PI198;PI198 - Quinta Vergara / Camino A Rinconada;-33.50555303;-70.78817804
PI199;PI199 - Av. Las Naciones / Camino A Rinconada;-33.50680689;-70.784658
PI200;PI200 - Los Adobes / Camino A Rinconada;-33.50770793;-70.782179
PI201;PI201 - Av. 3 Poniente / Camino A Rinconada;-33.50860299;-70.779441
PI202;PI202 - Av. El Olimpo / Camino A Rinconada;-33.50938107;-70.775728
PI1624;PI1624 - Parada 2 / Departamental - Pac;-33.48439456;-70.696412
PI203;PI203 - Parada 2 / Escuela P.A. Cerda;-33.48051862;-70.692875
PI204;PI204 - Av. Carlos Valdovinos / Av. Pedro Aguirre Cerda;-33.47842166;-70.69095
PI205;PI205 - Gral. Velásquez / Av. Pedro Aguirre Cerda;-33.4762347;-70.688464
PI206;PI206 - Hipólito Villegas / Av. Pedro Aguirre Cerda;-33.47373421;-70.68508733
PI207;PI207 - Buzeta / Av. Pedro Aguirre Cerda;-33.47139947;-70.68192016
PI208;PI208 - Parada 3 / Plaza Melipilla;-33.47072087;-70.678641
PI209;PI209 - Estadio San Eugenio;-33.47069299;-70.67586754
PI210;PI210 - San Alfonso / Ramón Subercaseaux;-33.47066701;-70.67321856
PA9;PA9 - Parada 2 / Rondizzoni - Bascuñán;-33.46975305;-70.67158771
PA10;PA10 - Mirador / Bascuñán Guerrero;-33.46675998;-70.671628
PA695;PA695 - Espiñeira / Bascuñán Guerrero;-33.46485569;-70.6720358
PA11;PA11 - Luis De La Peña / Bascuñán Guerrero;-33.46267684;-70.6725218
PA12;PA12 - Av. Blanco Encalada / Bascuñán Guerrero;-33.45873675;-70.67347254
PA13;PA13 - Toesca / Bascuñán Guerrero;-33.45610807;-70.67407013
PA14;PA14 - Sazié / Bascuñán Guerrero;-33.4529038;-70.6748379
PA15;PA15 - Estadio Víctor Jara;-33.45044737;-70.6754354
PA16;PA16 - Parada 2 / (M) Estación Central;-33.45047587;-70.678432
PA4;PA4 - Liceo Isaura Dinator;-33.44698086;-70.679215
PA6;PA6 - Parada 2 / Hosp. San Juan De Dios;-33.44173595;-70.67966951
PA7;PA7 - Parada 1 / (M) Quinta Normal;-33.43968285;-70.679857
PJ56;PJ56 - Inba;-33.43857797;-70.68304955
PJ57;PJ57 - Parada 2 / Santuario De Lourdes;-33.43881015;-70.68633973
PJ58;PJ58 - Parada 4 / (M) Gruta De Lourdes;-33.43910478;-70.69071056
PB1098;PB1098 - Brasil / Camino Lo Boza;-33.4014909;-70.732636
PB1099;PB1099 - Barros Arana / Brasil;-33.40055141;-70.73575104
PB1100;PB1100 - Germán Tenderini / Brasil;-33.39947962;-70.73963319
PB1101;PB1101 - Máximo Humbser / Brasil;-33.40055571;-70.743036
PB1102;PB1102 - Av. Vicuña Mackenna / Brasil;-33.39959329;-70.74659322
PI85;PI85 - Estadio Marista;-33.44437476;-70.68861138
PI86;PI86 - Museo Artequín;-33.44418179;-70.68448179
PI87;PI87 - Biblioteca De Santiago;-33.44397883;-70.680515
PB99;PB99 - Selinonte / Av. Vicuña Mackenna;-33.40719366;-70.745946
PB100;PB100 - Themis / Av. Vicuña Mackenna;-33.41014765;-70.746285
PJ35;PJ35 - Darío Salazar / Costanera Sur;-33.41327731;-70.74524763
PJ59;PJ59 - La Capilla / Huelén;-33.41377373;-70.74256376
PJ60;PJ60 - Consultorio Steeger;-33.41702984;-70.74178172
PJ61;PJ61 - Luis Lazzarini / Huelén;-33.41972206;-70.74110561
PJ62;PJ62 - Av. Mapocho / Huelén;-33.42260576;-70.740337
PJ63;PJ63 - Sgto. Candelaria / Av. Teniente Cruz;-33.42596078;-70.739858
PJ1771;PJ1771 - Los Placeres / Av. Teniente Cruz;-33.42722026;-70.74041615
PJ64;PJ64 - Av. José J. Pérez / Av. Teniente Cruz;-33.42962075;-70.740826
PJ65;PJ65 - Tomás Alba Edison / Av. Teniente Cruz;-33.43353029;-70.74095384
PJ66;PJ66 - Av. San Francisco / Av. Teniente Cruz;-33.43603778;-70.74097475
PJ67;PJ67 - Lago Ontario / Av. Teniente Cruz;-33.43892693;-70.74082274
PJ68;PJ68 - Ricardo Vial / Av. Teniente Cruz;-33.44160716;-70.74061414
PJ69;PJ69 - Parada 3 / (M) Pudahuel;-33.4454648;-70.74068943
PJ70;PJ70 - 26ª Comisaría;-33.44767877;-70.739546
PJ71;PJ71 - Corona Sueca / Av. Teniente Cruz;-33.44980678;-70.73936
PJ72;PJ72 - Parada 3 / (M) Barrancas;-33.45175179;-70.739199
PI765;PI765 - Av. La Travesía / Av. Teniente Cruz;-33.45793279;-70.738521
PI766;PI766 - Los Halcones / Av. Teniente Cruz;-33.46048632;-70.73821493
PI767;PI767 - Parada 2 / (M) Laguna Sur;-33.46244487;-70.73799211
PI768;PI768 - Pitágoras / Av. Laguna Sur;-33.46227078;-70.74040256
PI769;PI769 - Juan Guzmán / Av. Laguna Sur;-33.46182572;-70.742683
PI770;PI770 - Puerto Porvenir / Av. Laguna Sur;-33.46092463;-70.747074
PI771;PI771 - Laguna Del Inca / Av. Laguna Sur;-33.46054259;-70.749228
PI772;PI772 - Av. La Estrella / Av. Laguna Sur;-33.46007354;-70.751894
PJ73;PJ73 - Parada 2 / Oceanía - Laguna Sur;-33.45931756;-70.75588364
PJ74;PJ74 - Mira / Oceanía;-33.46169244;-70.756724
PJ75;PJ75 - Av. Los Mares / Oceanía;-33.46454943;-70.757455
PJ76;PJ76 - Av. Vespucio / Av. Los Mares;-33.46329133;-70.762896
PI1652;PI1652 - Cam. El Olivo / Av. Vespucio;-33.46693009;-70.762525
PI212;PI212 - Av. El Descanso / Av. Vespucio;-33.46960235;-70.761572
PI1597;PI1597 - Parque Los Manantiales;-33.47246838;-70.759887
PI213;PI213 - Colegio Alicante De Maipú;-33.47450795;-70.75868056
PI214;PI214 - Av. El Rosal / Av. Vespucio;-33.47859972;-70.75618623
PI215;PI215 - Mall Arauco Maipú;-33.48385151;-70.753237
PI222;PI222 - Parada 11 / (M) Plaza De Maipú;-33.50940143;-70.757449
PI111;PI111 - Parada 5 / Portal Maipú;-33.51072403;-70.74088856
PI223;PI223 - J. M. Irarrázaval / Av. Del Ferrocarril;-33.51330473;-70.741782
PI224;PI224 - 4 Álamos / Av. Del Ferrocarril;-33.51607168;-70.744423
PI225;PI225 - 2ª Transversal / 4 Álamos;-33.51611362;-70.747325
PI226;PI226 - J. M. Irarrázaval / Segunda Transversal;-33.51357863;-70.747312
PI227;PI227 - Parada 4 / Estadio Santiago Bueras;-33.51135588;-70.74716579
PI230;PI230 - Parada 2 / (M) Plaza De Maipú;-33.50993943;-70.757162
PI255;PI255 - Parada 4 / (M) Del Sol;-33.48892854;-70.751615
PI1462;PI1462 - Parada 4 / Paradero 12 Pajaritos;-33.48640359;-70.75076393
PI237;PI237 - Mall Arauco Maipú;-33.48344252;-70.752833
PI238;PI238 - Santa Elena / Av. Vespucio;-33.47933448;-70.755118
PI239;PI239 - Colegio Alicante De Maipú;-33.47459742;-70.757965
PI240;PI240 - Av. El Descanso / Av. Vespucio;-33.46985046;-70.76078845
PI241;PI241 - Fundo Lo Errázuriz / Av. Vespucio;-33.46649434;-70.76208
PI242;PI242 - Parada 2 / Cementerio Parque Del Sendero;-33.46378132;-70.762949
PJ77;PJ77 - Lebreles / Av. Laguna Sur;-33.4589043;-70.764137
PJ78;PJ78 - Consultorio Dr. Gustavo Molina;-33.45856436;-70.760765
PJ79;PJ79 - Parada 1 / Oceanía - Laguna Sur;-33.45939145;-70.756403
PJ80;PJ80 - Av. La Estrella / Av. Laguna Sur;-33.46015854;-70.75245387
PI742;PI742 - Laguna Del Inca / Av. Laguna Sur;-33.46080376;-70.74891157
PI743;PI743 - Mar De Drake / Av. Laguna Sur;-33.46123183;-70.74660071
PI744;PI744 - Kawel / Av. Laguna Sur;-33.46197271;-70.742822
PI745;PI745 - Liucura / Av. Laguna Sur;-33.46239876;-70.740627
PJ81;PJ81 - Parada 1 / (M) Laguna Sur;-33.46242723;-70.73776421
PI747;PI747 - Av. La Travesía / Av. Teniente Cruz;-33.4585888;-70.738171
PI748;PI748 - Claudio Arrau / Av. Teniente Cruz;-33.45549991;-70.73846684
PJ82;PJ82 - Parada 2 / (M) Barrancas;-33.45094778;-70.739085
PJ83;PJ83 - José Villagra / Av. Teniente Cruz;-33.44804378;-70.739315
PJ84;PJ84 - Parada 2 / (M) Pudahuel;-33.44492476;-70.740495
PJ85;PJ85 - Ricardo Vial / Av. Teniente Cruz;-33.44205376;-70.740413
PJ86;PJ86 - Puerto Rico / Av. Teniente Cruz;-33.43824976;-70.74069
PJ87;PJ87 - Av. San Francisco / Av. Teniente Cruz;-33.43663975;-70.740779
PJ88;PJ88 - Pdte. Truman / Av. Teniente Cruz;-33.43275575;-70.740758
PJ89;PJ89 - Av. José J. Pérez / Av. Teniente Cruz;-33.43007375;-70.740716
PJ1772;PJ1772 - Los Placeres / Av. Teniente Cruz;-33.42755476;-70.740481
PJ90;PJ90 - Huelén / Av. Teniente Cruz;-33.42568177;-70.739652
PJ91;PJ91 - Av. Mapocho / Huelén;-33.42303477;-70.740148
PJ92;PJ92 - Consultorio Steeger;-33.41901975;-70.74119
PJ93;PJ93 - Liceo G. Salas;-33.41652473;-70.741848
PJ94;PJ94 - Costanera Sur / Huelén;-33.41364073;-70.74251
PJ95;PJ95 - Puente Resbalón / Costanera Sur;-33.41312567;-70.744825
PB51;PB51 - Themis / Av. Vicuña Mackenna;-33.41014265;-70.746155
PB52;PB52 - Selinonte / Av. Vicuña Mackenna;-33.40714866;-70.745799
PI755;PI755 - Parada 1 / (M) Pajaritos;-33.457479;-70.71440838
PI761;PI761 - Gral. Buendía / Av. Gral. Bonilla;-33.45435797;-70.729508
PI762;PI762 - Búfalo / Av. Gral. Bonilla;-33.4536929;-70.732824
PI763;PI763 - Chicago / Av. Gral. Bonilla;-33.45317686;-70.735502
PJ627;PJ627 - Parada 1 / (M) Barrancas;-33.45301957;-70.73910409
PI243;PI243 - San Juan / Marta Ossa Ruíz;-33.46499143;-70.757409
PI244;PI244 - Antonio Varas / Marta Ossa Ruíz;-33.46539348;-70.755254
PI1398;PI1398 - P. Metropolitano / Longitudinal;-33.46763651;-70.753312
PI248;PI248 - Parque Arauco / Longitudinal;-33.46828658;-70.750058
PI245;PI245 - Silfo / Longitudinal;-33.47081826;-70.7482448
PI246;PI246 - Halcón / Longitudinal;-33.47243109;-70.74852796
PI247;PI247 - Hugo Bravo / Longitudinal;-33.4744746;-70.748876
PI249;PI249 - Erick Van Dyck / Longitudinal;-33.47704159;-70.749187
PI250;PI250 - Santa Elena / Longitudinal;-33.47859759;-70.749392
PI251;PI251 - Mall Arauco Maipú (Santa Elena);-33.47909152;-70.752583
PI252;PI252 - Av. Vespucio / Santa Elena;-33.47906148;-70.754942
PI1336;PI1336 - Av. Nueva San Martín / Av. Pajaritos;-33.52490143;-70.75737
PI297;PI297 - Goodyear (Maipú);-33.52914947;-70.7597311
PI299;PI299 - Rabie (Maipú);-33.53332326;-70.765786
PI300;PI300 - Nestlé (Maipú);-33.53447759;-70.76755416
PI301;PI301 - Av. 3 Poniente / Camino A Melipilla;-33.53583621;-70.76956622
PI302;PI302 - Judea / Camino A Melipilla;-33.53826498;-70.77309721
PI303;PI303 - Abisinia / Camino A Melipilla;-33.53955091;-70.77500761
PI304;PI304 - Egipto / Camino A Melipilla;-33.54186336;-70.77827958
PI1600;PI1600 - Esdras / Camino A Melipilla;-33.54469693;-70.782344
PI305;PI305 - El Bosque / Camino A Melipilla;-33.5488338;-70.788405
PI306;PI306 - Cam. Los Talaveras / Camino A Melipilla;-33.55126874;-70.791898
PI317;PI317 - Lago Bracciano / Parque Central Poniente;-33.55450666;-70.795134
PI307;PI307 - Lago De Como / Parque Central Poniente;-33.55626071;-70.792965
PI308;PI308 - Lago Bolsena / Parque Central Poniente;-33.55799676;-70.790741
PI309;PI309 - Castelgandolfo / Parque Central Poniente;-33.55996481;-70.788217
PI310;PI310 - Lago De Lugano / Parque Central Poniente;-33.56158185;-70.78611
PI311;PI311 - Eucaliptus / Parque Central Poniente;-33.56284889;-70.784505
PI312;PI312 - Lago Albano / Parque Central Poniente;-33.56381391;-70.783257
PI1599;PI1599 - Parada 3 / Colegio Los Alpes;-33.56552293;-70.782099
PI265;PI265 - Lago Albano / Parque Central Oriente;-33.56370244;-70.78232997
PI266;PI266 - Lago De Lugano / Parque Central Oriente;-33.56132689;-70.78538763
PI267;PI267 - Castelgandolfo / Parque Central Oriente;-33.55947181;-70.787906
PI268;PI268 - Lago Bolsena / Parque Central Oriente;-33.55779477;-70.789813
PI269;PI269 - Lago De Como / Parque Central Oriente;-33.55606873;-70.792278
PI270;PI270 - Camino A Melipilla / Parque Central Oriente;-33.55411267;-70.794975
PI271;PI271 - Cam. Los Talaveras / Camino A Melipilla;-33.55148773;-70.791859
PI272;PI272 - Húsares De La M. / Camino A Melipilla;-33.5494978;-70.788987
PI1601;PI1601 - Esdras / Camino A Melipilla;-33.54496893;-70.782362
PI273;PI273 - Egipto / Camino A Melipilla;-33.542502;-70.778761
PI274;PI274 - Abisinia / Camino A Melipilla;-33.54065914;-70.77614959
PI275;PI275 - Judea / Camino A Melipilla;-33.5387811;-70.77341138
PI276;PI276 - Av. 3 Poniente / Camino A Melipilla;-33.53598257;-70.76930066
PI277;PI277 - Nestlé (Maipú);-33.53506232;-70.76797807
PI279;PI279 - Gasco (Maipú);-33.53184532;-70.763237
PI382;PI382 - Cti (A. Llona);-33.52141647;-70.755537
PI383;PI383 - Fernando Riesco / Alberto Llona;-33.51909746;-70.755567
PI384;PI384 - 4 Álamos / Alberto Llona;-33.51668446;-70.755581
PI385;PI385 - Ricardo Ayala / Alberto Llona;-33.51365646;-70.755607
PI256;PI256 - Mall Arauco Maipú (Santa Elena);-33.47925454;-70.75197
PI257;PI257 - Van Dyck / Longitudinal;-33.47745459;-70.749115
PI258;PI258 - Hugo Bravo / Longitudinal;-33.4749416;-70.748821
PI259;PI259 - Kiwi / Longitudinal;-33.47219426;-70.74838889
PI260;PI260 - Parque Arauco / Av. El Descanso;-33.46986157;-70.750279
PI261;PI261 - Anita Lizana / Av. El Descanso;-33.46975528;-70.75329687
PI262;PI262 - Antonio Varas / Av. El Descanso;-33.46968947;-70.7552844
PI263;PI263 - M. De Santillana / Av. El Descanso;-33.46951002;-70.75867555
PI749;PI749 - Parada 5 / (M) Barrancas;-33.45288681;-70.737945
PI750;PI750 - Chicago / Av. Gral. Bonilla;-33.45327484;-70.735923
PI751;PI751 - Búfalo / Av. Gral. Bonilla;-33.45379551;-70.73319297
PI752;PI752 - Gral. Buendía / Av. Gral. Bonilla;-33.45453296;-70.729589
PI753;PI753 - Casa De La Cultura Lo Prado;-33.45629214;-70.72031396
PD274;PD274 - El Parque / Av. Vespucio;-33.5038382;-70.58836719
PD173;PD173 - Parada 2 / (M) Las Torres;-33.5009943;-70.587209
PD275;PD275 - Pque. Vespucio (S) / Av. Vespucio;-33.49784946;-70.58533586
PD276;PD276 - Pque. Vespucio (N) / Av. Vespucio;-33.49647834;-70.584504
PD278;PD278 - Los Maitenes / Av. Vespucio;-33.49310237;-70.582394
PD174;PD174 - Rotonda Quilín;-33.49034139;-70.580628
PD1356;PD1356 - Parada 2 / (M) Quilín;-33.48875647;-70.57914998
PD175;PD175 - Parada 2 / (M) Los Presidentes;-33.47935443;-70.578241
PD176;PD176 - Parada 3 / (M) Grecia;-33.4706615;-70.57634055
PD285;PD285 - Alonso De Berríos / Av. Vespucio;-33.46539448;-70.57469
PD177;PD177 - Parada 2 / (M) Los Orientales;-33.46301298;-70.57361604
PD218;PD218 - Dublé Almeyda / Av. Vespucio;-33.46031261;-70.57261873
PD178;PD178 - Parada 1 / (M) Plaza Egaña;-33.45293153;-70.57057
PD180;PD180 - Parada 2 / (M) Simón Bolívar;-33.44559912;-70.57187588
PD179;PD179 - Parada 4 / (M) Príncipe De Gales;-33.44156751;-70.572584
PD181;PD181 - Los Grillos / Av. Vespucio;-33.43471141;-70.57395898
PD182;PD182 - Av. Bilbao / Av. Vespucio;-33.43152609;-70.57425336
PC52;PC52 - Manuel Barrios / Av. Vespucio;-33.42909648;-70.574685
PC53;PC53 - I. La Católica / Av. Vespucio;-33.42624145;-70.576173
PC54;PC54 - Av. Colón / Av. Vespucio;-33.42359464;-70.57864991
PC55;PC55 - Martín De Zamora / Av. Vespucio;-33.42192062;-70.5799463
PC56;PC56 - Del Inca / Av. Vespucio;-33.41876033;-70.58209949
PC57;PC57 - Parada 8 / (M) Escuela Militar;-33.41388534;-70.584466
PC58;PC58 - Av. Pdte. Riesco / Av. Vespucio;-33.41065932;-70.586081
PC59;PC59 - Los Talaveras / Av. Vespucio;-33.4083483;-70.587065
PC60;PC60 - Av. Pdte. Kennedy / Av. Vespucio;-33.40564032;-70.586099
PC61;PC61 - Las Hualtatas / Av. Vespucio;-33.40232431;-70.586578
PC62;PC62 - Av. Vitacura / Av. Vespucio;-33.39909135;-70.5874426
PC1073;PC1073 - C. Goyenechea / Av. Vespucio;-33.39606528;-70.588821
PC64;PC64 - C. Goyenechea / Av. Vespucio;-33.39450069;-70.59000474
PC65;PC65 - F. De Aguirre / Av. Vespucio;-33.39244823;-70.592331
PB116;PB116 - Palacio Riesco;-33.39396175;-70.624516
PB117;PB117 - Fco. Contreras / Av. Vespucio;-33.39139068;-70.628987
PB118;PB118 - María Del Pilar / Av. Vespucio;-33.38902263;-70.632156
PB119;PB119 - Alfredo Rosende / Av. Vespucio;-33.38526655;-70.63726
PB120;PB120 - Av. Recoleta / Av. Vespucio;-33.38342552;-70.639683
PB129;PB129 - Alfredo Rosende / Av. Vespucio;-33.38566938;-70.63762266
PB130;PB130 - María Del Pilar / Av. Vespucio;-33.38934058;-70.63263251
PB131;PB131 - Fco. Contreras / Av. Vespucio;-33.39156367;-70.629663
PB132;PB132 - Parada 1 / Palacio Riesco;-33.39359572;-70.626633
PC66;PC66 - F. De Aguirre / Av. Vespucio;-33.39254822;-70.593115
PC67;PC67 - C. Goyenechea / Av. Vespucio;-33.39444225;-70.590829
PC68;PC68 - Espoz / Av. Vespucio;-33.3968976;-70.58895754
PC69;PC69 - Av. Vitacura / Av. Vespucio;-33.39860299;-70.58819048
PC70;PC70 - Las Hualtatas / Av. Vespucio;-33.40175915;-70.58730046
PC71;PC71 - Av. Pdte. Kennedy / Av. Vespucio;-33.40519131;-70.58657
PC72;PC72 - Av. Pdte. Riesco / Av. Vespucio;-33.40840476;-70.58761251
PC73;PC73 - Hamlet / Av. Vespucio;-33.41161226;-70.58624583
PC74;PC74 - Parada 6 / (M) Escuela Militar;-33.414573;-70.5847286
PC75;PC75 - Pdte. Errázuriz / Av. Vespucio;-33.41815327;-70.58312508
PC76;PC76 - Martín De Zamora / Av. Vespucio;-33.42166579;-70.58098338
PC77;PC77 - Av. Colón / Av. Vespucio;-33.42330928;-70.57973399
PC78;PC78 - I. La Católica / Av. Vespucio;-33.42582144;-70.577315
PC79;PC79 - Latadía / Av. Vespucio;-33.42787959;-70.57550892
PC80;PC80 - Av. Bilbao / Av. Vespucio;-33.43067076;-70.57500792
PD183;PD183 - Los Grillos / Av. Vespucio;-33.43415149;-70.574327
PD184;PD184 - Parada 3 / (M) Príncipe De Gales;-33.43714449;-70.573895
PD185;PD185 - Parada 1 / (M) Príncipe De Gales;-33.43901849;-70.573341
PD186;PD186 - Parada 1 / (M) Simón Bolívar;-33.44575752;-70.572154
PD187;PD187 - Parada 6 / (M) Plaza Egaña;-33.45292951;-70.57097354
PD231;PD231 - Diag. Oriente / Av. Vespucio;-33.45866545;-70.57235796
PD188;PD188 - Parada 1 / (M) Los Orientales;-33.46214332;-70.57391724
PD189;PD189 - Parada 1 / (M) Grecia;-33.46858646;-70.576389
PD265;PD265 - Alejandro Ríos / Av. Vespucio;-33.47235844;-70.577385
PD266;PD266 - Amanda Labarca / Av. Vespucio;-33.47496943;-70.577932
PD190;PD190 - Parada 1 / (M) Los Presidentes;-33.47923542;-70.578822
PD267;PD267 - Las Madreselvas / Av. Vespucio;-33.48198641;-70.57941
PD191;PD191 - Parada 1 / (M) Quilín;-33.48694931;-70.58046356
PD268;PD268 - Peatones 3 / Av. Vespucio;-33.49174537;-70.582199
PD269;PD269 - T. De Los Andes / Av. Vespucio;-33.49513934;-70.584342
PD192;PD192 - Parada 1 / (M) Las Torres;-33.49857639;-70.58654103
PD270;PD270 - Armando Pesantes / Av. Vespucio;-33.50431727;-70.589266
PF16;PF16 - Caleta Brava / Av. México;-33.59913172;-70.556497
PF17;PF17 - Caleta El Membrillo / Av. San Carlos;-33.59673662;-70.563756
PF18;PF18 - Nonato Coo / Av. San Carlos;-33.5968886;-70.565816
PF19;PF19 - Caleta Barquito / Nonato Coo;-33.59527058;-70.566607
PF20;PF20 - Las Nieves Oriente / Nonato Coo;-33.59309059;-70.566439
PF21;PF21 - San Hugo / Nonato Coo;-33.59126768;-70.56680287
PF22;PF22 - Ángel Pimentel / Nonato Coo;-33.58883357;-70.567497
PF23;PF23 - L. Matte Larraín / Nonato Coo;-33.58568857;-70.568058
PF24;PF24 - Maestro Palomo / Nonato Coo;-33.58260656;-70.56856
PF25;PF25 - Av. El Peñón / Nonato Coo;-33.58036236;-70.56891991
PF475;PF475 - Av. Gabriela / Nonato Coo;-33.57687854;-70.570038
PF27;PF27 - Los Azahares / Av. Gabriela Oriente;-33.57649557;-70.567721
PF28;PF28 - Av. México / Av. Gabriela Oriente;-33.57617761;-70.564851
PF29;PF29 - Carlos Pomar / Av. Gabriela Oriente;-33.57578666;-70.561309
PF30;PF30 - Las Nieves Oriente / Av. Gabriela Oriente;-33.57565367;-70.560102
PF31;PF31 - San Fernando / Av. Gabriela Oriente;-33.57536071;-70.557407
PF32;PF32 - Av. Camilo Henríquez / Av. Gabriela Oriente;-33.57440086;-70.55479693
PB121;PB121 - Parada 11 / (M) Vespucio Norte;-33.38096095;-70.64405095
PB122;PB122 - Juan Cristobal / Av. Vespucio;-33.37940738;-70.647969
PB123;PB123 - Hubert Benítez / Av. Vespucio;-33.3774893;-70.653053
PB1633;PB1633 - Lago Villarrica / Calle G;-33.37749525;-70.655897
PB1612;PB1612 - Hubert Benítez / Calle G;-33.37814428;-70.654158
PB1634;PB1634 - Retiro / Calle G;-33.37930235;-70.65105539
PB126;PB126 - Parada 13 / (M) Vespucio Norte;-33.38027539;-70.647082
PB127;PB127 - Parada 14 / (M) Vespucio Norte;-33.38144063;-70.64416532
PB128;PB128 - Av. Recoleta / Av. Vespucio;-33.38318749;-70.641067
PF33;PF33 - San Gabriel / Av. Gabriela Oriente;-33.57438574;-70.555171
